"sp","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Grandala_coelicolor",45.45,2,4,5,0,0,0,0,0,5,0,0,0
"Grantiella_picta",21.225,2,3,2,0,0,0,0,0,4,4,0,0
"Graomys_centralis",68.86,7.01,1,0,0,0,0,0,0,3,0,3,4
"Graomys_domorum",102,7.01,2,0,0,0,0,0,0,3,0,3,4
"Graomys_edithae",40.4,NA,1,0,0,0,0,0,0,3,0,3,4
"Graomys_griseoflavus",68.32,6.99,1,0,0,0,0,0,0,3,0,3,4
"Graphiurus_angolensis",23.96,5.17,1,2,2,0,0,2,0,2,0,2,0
"Graphiurus_christyi",13.4228456095,4.99,1,2,2,0,0,2,0,2,0,2,0
"Graphiurus_crassicaudatus",31.021094865,2.87,1,2,2,0,0,2,0,2,0,2,0
"Graphiurus_johnstoni",23.96,3,1,2,2,0,0,2,0,2,0,2,0
"Graphiurus_kelleni",10.5,4.41,3,2,2,0,0,2,0,2,0,2,0
"Graphiurus_lorraineus",27.00220249,4.99,3,2,2,0,0,2,0,2,0,2,0
"Graphiurus_microtis",24,3,3,2,2,0,0,2,0,2,0,2,0
"Graphiurus_monardi",24.436094865,NA,1,2,2,0,0,2,0,2,0,2,0
"Graphiurus_murinus",20.07,3,9,2,2,0,0,2,0,2,0,2,0
"Graphiurus_nagtglasii",30,3.11,3,2,2,0,0,2,0,2,0,2,0
"Graphiurus_ocularis",68.8,4.9925,2,2,2,0,0,2,0,2,0,2,0
"Graphiurus_platyops",46.1,5.17,2,2,2,0,0,2,0,2,0,2,0
"Graphiurus_rupicola",24.53,5.17,1,2,2,0,0,2,0,2,0,2,0
"Graphiurus_surdus",23.005,4.99,1,2,2,0,0,2,0,2,0,2,0
"Graueria_vittata",15.545,NA,1,10,0,0,0,0,0,0,0,0,0
"Graydidascalus_brachyurus",159,NA,4,0,0,0,0,0,0,7,0,0,3
"Grus_americana",6337.995,2,4,2,2,2,2,0,0,1,0,1,0
"Grus_grus",5499.995,2,10,1,1,1,0,0,0,1,0,2,4
"Grus_japonensis",8642.995,2,8,2,1,1,1,1,0,0,0,1,3
"Grus_monacha",3716.2,2,4,1,0,2,0,0,0,1,0,3,3
"Grus_nigricollis",5999.995,2,5,2,1,2,1,0,0,0,0,2,2
"Guadalcanaria_inexpectata",43.16,NA,1,4,0,0,0,0,0,0,4,0,2
"Guaruba_guarouba",221.81,3,3,0,0,0,0,0,0,6,0,1,3
"Gubernatrix_cristata",48,NA,5,0,0,0,0,0,0,0,0,10,0
"Gubernetes_yetapa",68.225,NA,5,10,0,0,0,0,0,0,0,0,0
"Guira_guira",139.75,8.25,6,4,3,3,0,0,0,0,0,0,0
"Gulo_gulo",12792.49,2.84,7,0,2,0,0,2,4,2,0,0,0
"Guttera_edouardi",1009.755,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guttera_plumifera",870.51,9.5,1,5,0,0,0,0,0,1,0,1,3
"Guttera_pucherani",1149,4.5,4,5,0,0,0,0,0,3,0,2,0
"Guttera_verreauxi",1009.755,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gyalophylax_hellmayri",25.495,NA,NA,8,0,0,0,0,0,0,0,2,0
"Gygis_alba",113.25,1,14,2,0,0,8,0,0,0,0,0,0
"Gygis_microrhyncha",111,NA,17,2,0,0,8,0,0,0,0,0,0
"Gymnobelideus_leadbeateri",133.66,1.54,2,5,0,0,0,0,0,0,5,0,0
"Gymnobucco_bonapartei",62.75,4,5,4,0,0,0,0,0,6,0,0,0
"Gymnobucco_calvus",55.505,3,5,3,0,0,0,0,0,5,2,0,0
"Gymnobucco_cinereiceps",57.90625,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gymnobucco_peli",52.17,NA,4,5,0,0,0,0,0,5,0,0,0
"Gymnobucco_sladeni",61.2,NA,1,4,0,0,0,0,0,6,0,0,0
"Gymnobucco_vernayi",57.90625,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gymnocichla_nudiceps",30.625,2,6,9,0,1,0,0,0,0,0,0,0
"Gymnocrex_plumbeiventris",288,NA,4,8,0,0,0,2,0,0,0,0,0
"Gymnocrex_rosenbergii",300,NA,3,10,0,0,0,0,0,0,0,0,0
"Gymnocrex_talaudensis",294,NA,2,10,0,0,0,0,0,0,0,0,0
"Gymnoderus_foetidus",276.245,1,4,2,0,0,0,0,0,8,0,0,0
"Gymnogyps_californianus",8621.37,1,3,0,0,0,0,0,10,0,0,0,0
"Gymnomystax_mexicanus",98,NA,5,0,0,0,0,0,0,10,0,0,0
"Gymnomyza_aubryana",197.545,NA,2,4,0,0,0,0,0,0,6,0,0
"Gymnomyza_samoensis",99,NA,2,3,0,0,0,0,0,3,4,0,0
"Gymnomyza_viridis",87.8,NA,2,3,0,1,0,0,0,2,4,0,0
"Gymnophaps_albertisii",259,1,2,0,0,0,0,0,0,10,0,0,0
"Gymnophaps_mada",334,NA,2,0,0,0,0,0,0,10,0,0,0
"Gymnophaps_solomonensis",338.125,NA,2,0,0,0,0,0,0,10,0,0,0
"Gymnophaps_stalkeri",334,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gymnopithys_leucaspis",27.816666665,2,2,9,0,1,0,0,0,0,0,0,0
"Gymnopithys_lunulatus",23.955,NA,NA,10,0,0,0,0,0,0,0,0,0
"Gymnopithys_rufigula",29.1,2,1,9,0,1,0,0,0,0,0,0,0
"Gymnopithys_salvini",25.9,2,NA,10,0,0,0,0,0,0,0,0,0
"Gymnorhina_tibicen",287.685,4,8,7,1,1,0,0,1,0,0,0,0
"Gymnorhinus_cyanocephalus",104.91,3.82,4,3,0,3,0,0,0,0,0,4,0
"Gymnuromys_roberti",97.5,1.94,2,2,0,0,0,0,0,3,0,4,1
"Gypaetus_barbatus",5650.5108335,1.5,5,0,0,0,0,0,10,0,0,0,0
"Gypohierax_angolensis",1600,1,6,1,0,1,1,0,0,6,0,0,1
"Gyps_africanus",5437.745,1,6,0,0,0,0,0,10,0,0,0,0
"Gyps_bengalensis",4628,1,6,0,0,0,0,0,10,0,0,0,0
"Gyps_coprotheres",8019.495,1,8,0,0,0,0,0,10,0,0,0,0
"Gyps_fulvus",7435.995,1,3,0,0,0,0,0,10,0,0,0,0
"Gyps_himalayensis",9898.975,1,2,0,0,0,0,0,10,0,0,0,0
"Gyps_indicus",5610,1,5,0,0,0,0,0,10,0,0,0,0
"Gyps_rueppelli",7400,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gyps_tenuirostris",5610,1,5,0,0,0,0,0,10,0,0,0,0
"Gypsophila_crispifrons",27,NA,NA,5,0,0,0,0,0,0,0,5,0
"Habia_atrimaxillaris",48.9,NA,2,8,0,0,0,0,0,2,0,0,0
"Habia_cristata",37.32,NA,2,7,0,0,0,0,0,3,0,0,0
"Habia_fuscicauda",37.6575,2.5,4,7,0,0,0,0,0,2,0,1,0
"Habia_gutturalis",33.4,NA,2,9,0,0,0,0,0,1,0,0,0
"Habia_rubica",32.505,2.125,1,8,0,0,0,0,0,2,0,0,0
"Habromys_chinanteco",40,NA,1,5,0,0,0,0,1,2,0,2,0
"Habromys_delicatulus",48.694,NA,1,5,0,0,0,0,1,2,0,2,0
"Habromys_ixtlani",48.29,1.9,1,5,0,0,0,0,1,2,0,2,0
"Habromys_lepturus",84.99,1.9,1,5,0,0,0,0,1,2,0,2,0
"Habromys_lophurus",40,NA,1,5,0,0,0,0,1,2,0,2,0
"Habromys_schmidlyi",49.098,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Habromys_simulatus",40,NA,1,5,0,0,0,0,1,2,0,2,0
"Habroptila_wallacii",1000,NA,2,5,0,0,0,0,0,0,0,0,5
"Hadromys_humei",59,NA,1,0,0,0,0,0,0,0,0,0,10
"Hadromys_yunnanensis",59,NA,NA,0,0,0,0,0,0,0,0,0,10
"Haematoderus_militaris",227,NA,1,0,0,0,0,0,0,10,0,0,0
"Haematopus_ater",720.75,NA,4,10,0,0,0,0,0,0,0,0,0
"Haematopus_chathamensis",570.33,2.9,4,10,0,0,0,0,0,0,0,0,0
"Haematopus_fuliginosus",804.095,2.15,6,9,0,0,1,0,0,0,0,0,0
"Haematopus_leucopodus",617.995,2,5,10,0,0,0,0,0,0,0,0,0
"Haematopus_longirostris",590.065,2.8,5,9,0,0,1,0,0,0,0,0,0
"Haematopus_moquini",619.625,3,5,10,0,0,0,0,0,0,0,0,0
"Haematopus_ostralegus",526,2.9,11,9,0,0,1,0,0,0,0,0,0
"Haematopus_palliatus",580.725,2.785,5,10,0,0,0,0,0,0,0,0,0
"Haematopus_unicolor",611.75,2.785,4,10,0,0,0,0,0,0,0,0,0
"Haematortyx_sanguiniceps",300,9,2,6,0,0,0,0,0,4,0,0,0
"Haematospiza_sipahi",39.5,NA,NA,2,0,0,0,0,0,2,0,3,3
"Haeromys_margarettae",12.7,NA,1,0,0,0,0,0,0,0,0,10,0
"Haeromys_minahassae",14.7,NA,1,0,0,0,0,0,0,0,0,10,0
"Haeromys_pusillus",10.4,NA,1,0,0,0,0,0,0,0,0,10,0
"Halcyon_albiventris",64.75,4.2,11,7,1,2,0,0,0,0,0,0,0
"Halcyon_badia",57.9125,2.5,3,8,0,2,0,0,0,0,0,0,0
"Halcyon_chelicuti",43.4325,4,6,9,0,0,0,1,0,0,0,0,0
"Halcyon_coromanda",77.65,NA,7,5,0,3,2,0,0,0,0,0,0
"Halcyon_cyanoventris",93,NA,8,6,0,2,2,0,0,0,0,0,0
"Halcyon_gularis",70.7418181818182,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halcyon_leucocephala",42.4,3.65,8,8,0,1,1,0,0,0,0,0,0
"Halcyon_malimbica",91.8,3,11,7,1,1,1,0,0,0,0,0,0
"Halcyon_pileata",84.995,NA,14,6,0,1,3,0,0,0,0,0,0
"Halcyon_senegalensis",68.97,3,8,9,0,0,0,1,0,0,0,0,0
"Halcyon_senegaloides",61.85,3,10,5,0,2,3,0,0,0,0,0,0
"Halcyon_smyrnensis",91.4,5.5,17,3,0,3,4,0,0,0,0,0,0
"Haliaeetus_albicilla",4761.135,2,21,0,3,0,4,0,3,0,0,0,0
"Haliaeetus_leucocephalus",4720.29,2,13,0,3,2,3,0,2,0,0,0,0
"Haliaeetus_leucogaster",2789.255,2,7,0,4,2,2,0,2,0,0,0,0
"Haliaeetus_leucoryphus",2846.71,2.5,3,0,1,1,6,0,2,0,0,0,0
"Haliaeetus_pelagicus",7490.87,2,10,0,0,0,6,0,4,0,0,0,0
"Haliaeetus_sanfordi",2085,NA,7,0,1,0,4,0,5,0,0,0,0
"Haliaeetus_vocifer",3103.25,2,15,0,2,1,5,0,2,0,0,0,0
"Haliaeetus_vociferoides",3000,2,8,0,0,0,10,0,0,0,0,0,0
"Haliastur_indus",529,2,11,1,2,1,1,0,5,0,0,0,0
"Haliastur_sphenurus",753.995,2,7,1,1,1,1,0,6,0,0,0,0
"Halobaena_caerulea",196,1,11,8,0,0,2,0,0,0,0,0,0
"Hamirostra_melanosternon",1196,2,5,1,5,2,0,0,2,0,0,0,0
"Handleyomys_alfaroi",33.3,3.6625,3,2,0,0,0,0,0,2,0,2,4
"Handleyomys_chapmani",49.995,3.735,1,2,0,0,0,0,0,2,0,2,4
"Handleyomys_fuscatus",49.5,NA,3,2,0,0,0,0,0,2,0,2,4
"Handleyomys_intectus",60.5,NA,3,2,0,0,0,0,0,2,0,2,4
"Handleyomys_melanotis",49.995,3.88,1,2,0,0,0,0,0,2,0,2,4
"Handleyomys_rhabdops",41.645,3.735,1,2,0,0,0,0,0,2,0,2,4
"Handleyomys_rostratus",43.5,3.88,3,2,0,0,0,0,0,2,0,2,4
"Handleyomys_saturatior",41.645,3.735,1,2,0,0,0,0,0,2,0,2,4
"Hapalemur_alaotrensis",1616.83,1.2,1,0,0,0,0,0,0,0,0,0,10
"Hapalemur_aureus",1562.41,1.01,3,0,0,0,0,0,0,0,0,0,10
"Hapalemur_griseus",1202.71,1.35,2,0,0,0,0,0,0,0,0,0,10
"Hapalemur_meridionalis",1202.71,1.35,2,0,0,0,0,0,0,0,0,0,10
"Hapalemur_occidentalis",1000,1.2,2,0,0,0,0,0,0,0,0,0,10
"Hapalocrex_flaviventer",24.92,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hapalomys_delacouri",64.3,NA,2,0,0,0,0,0,0,3,0,0,7
"Hapalomys_longicaudatus",70,NA,1,0,0,0,0,0,0,3,0,0,7
"Hapalopsittaca_amazonina",106,NA,2,0,0,0,0,0,0,5,0,5,0
"Hapalopsittaca_fuertesi",21.09,NA,1,0,0,0,0,0,0,10,0,0,0
"Hapalopsittaca_melanotis",158,NA,1,0,0,0,0,0,0,10,0,0,0
"Hapalopsittaca_pyrrhops",103,2,1,0,0,0,0,0,0,4,0,3,3
"Hapaloptila_castanea",80.325,2,3,7,0,0,0,1,0,1,0,0,1
"Haplochelidon_andecola",16.875,NA,NA,10,0,0,0,0,0,0,0,0,0
"Haplonycteris_fischeri",18.125,1,4,0,0,0,0,0,0,10,0,0,0
"Haplophaedia_assimilis",5.0375,NA,1,1,0,0,0,0,0,0,9,0,0
"Haplophaedia_aureliae",5.275,NA,1,1,0,0,0,0,0,0,9,0,0
"Haplophaedia_lugens",7.025,NA,3,1,0,0,0,0,0,0,9,0,0
"Haplospiza_rustica",15.6,NA,NA,0,0,0,0,0,0,0,0,10,0
"Haplospiza_unicolor",15.75,NA,2,0,0,0,0,0,0,0,0,10,0
"Harpactes_ardens",96.795,NA,3,10,0,0,0,0,0,0,0,0,0
"Harpactes_diardii",98.55,NA,5,7,0,0,0,0,0,3,0,0,0
"Harpactes_duvaucelii",38.9625,NA,6,10,0,0,0,0,0,0,0,0,0
"Harpactes_erythrocephalus",80.545,3.5,2,7,0,0,0,0,0,1,0,1,1
"Harpactes_fasciatus",62,3,4,8,0,0,0,0,0,1,0,0,1
"Harpactes_kasumba",96.0575,NA,5,10,0,0,0,0,0,0,0,0,0
"Harpactes_oreskios",57.3,NA,5,7,0,1,0,0,0,1,0,0,1
"Harpactes_orrhophaeus",53.0375,NA,4,10,0,0,0,0,0,0,0,0,0
"Harpactes_wardi",118.625,NA,2,7,0,0,0,0,0,2,0,1,0
"Harpactes_whiteheadi",52.7,NA,2,10,0,0,0,0,0,0,0,0,0
"Harpagus_bidentatus",206.875,2,3,8,0,2,0,0,0,0,0,0,0
"Harpagus_diodon",200,2,3,8,0,2,0,0,0,0,0,0,0
"Harpia_harpyja",4800,2,1,0,8,2,0,0,0,0,0,0,0
"Harpiocephalus_harpia",13.65,NA,1,10,0,0,0,0,0,0,0,0,0
"Harpiocephalus_mordax",16.31,NA,1,10,0,0,0,0,0,0,0,0,0
"Harpiola_grisea",6.58,NA,1,10,0,0,0,0,0,0,0,0,0
"Harpiola_isodon",10.17892383,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harpyionycteris_celebensis",116.77,0.99,2,0,0,0,0,0,0,10,0,0,0
"Harpyionycteris_whiteheadi",135.48,1,2,0,0,0,0,0,0,10,0,0,0
"Harpyopsis_novaeguineae",1979.795,NA,4,0,8,2,0,0,0,0,0,0,0
"Heimyscus_fumosus",17.2,NA,2,1,0,0,0,0,0,1,0,2,6
"Heinrichia_calligyna",33.6,NA,1,10,0,0,0,0,0,0,0,0,0
"Helarctos_malayanus",46500,1.1,4,5,2,0,0,0,0,2,0,1,0
"Heleia_crassirostris",19,NA,4,4,0,0,0,0,0,2,3,0,1
"Heleia_muelleri",19,NA,3,6,0,0,0,0,0,4,0,0,0
"Heliactin_bilophus",4.4,NA,5,1,0,0,0,0,0,0,9,0,0
"Heliangelus_amethysticollis",5.17,2,4,1,0,0,0,0,0,0,9,0,0
"Heliangelus_clarisse",4.61464285714286,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliangelus_exortis",4.595,2,4,1,0,0,0,0,0,0,9,0,0
"Heliangelus_mavors",4.2,2,6,1,0,0,0,0,0,0,9,0,0
"Heliangelus_micraster",3.85,NA,2,1,0,0,0,0,0,0,9,0,0
"Heliangelus_regalis",3.6,2,2,1,0,0,0,0,0,0,9,0,0
"Heliangelus_spencei",4.61464285714286,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliangelus_strophianus",5.4875,2,3,1,0,0,0,0,0,0,9,0,0
"Heliangelus_viola",5.4,2,3,1,0,0,0,0,0,0,9,0,0
"Heliangelus_zusii",4.61464285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helicolestes_hamatus",424.98,2,4,10,0,0,0,0,0,0,0,0,0
"Heliobletus_contaminatus",14,NA,2,10,0,0,0,0,0,0,0,0,0
"Heliodoxa_aurescens",6.2375,2,3,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_branickii",5.225,NA,4,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_gularis",6.3875,NA,1,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_imperatrix",8.8,NA,3,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_jacula",8.3325,2,3,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_leadbeateri",7.3,2,5,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_rubinoides",7.795,2,5,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_schreibersii",8.835,2,3,1,0,0,0,0,0,0,9,0,0
"Heliodoxa_whitelyana",7.32305555555555,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliodoxa_xanthogonys",6.995,2,3,1,0,0,0,0,0,0,9,0,0
"Heliolais_erythropterus",11.5,2.415,NA,10,0,0,0,0,0,0,0,0,0
"Heliomaster_constantii",7.4,2,6,1,0,0,0,0,0,0,9,0,0
"Heliomaster_furcifer",5.475,NA,3,1,0,0,0,0,0,0,9,0,0
"Heliomaster_longirostris",6.71875,2,5,1,0,0,0,0,0,0,9,0,0
"Heliomaster_squamosus",5.9,NA,3,1,0,0,0,0,0,0,9,0,0
"Heliopais_personatus",510,5.7,4,3,0,3,2,0,0,0,0,0,2
"Heliophobius_argenteocinereus",159.46,2.495,5,0,0,0,0,0,0,0,0,0,10
"Heliornis_fulica",132,2.2,2,3,0,3,2,0,0,0,0,2,0
"Heliosciurus_gambianus",248.36,2.9325,2,2,0,0,0,2,0,3,0,3,0
"Heliosciurus_mutabilis",390,2.75,3,2,0,0,0,2,0,3,0,3,0
"Heliosciurus_punctatus",174,2.955,1,2,0,0,0,2,0,3,0,3,0
"Heliosciurus_rufobrachium",332.88,2.375,4,2,0,0,0,2,0,3,0,3,0
"Heliosciurus_ruwenzorii",291,2.9325,1,2,0,0,0,2,0,3,0,3,0
"Heliosciurus_undulatus",347.33,2.75,1,2,0,0,0,2,0,3,0,3,0
"Heliothryx_auritus",5.4,2,2,1,0,0,0,0,0,0,9,0,0
"Heliothryx_barroti",5.525,2,2,1,0,0,0,0,0,0,9,0,0
"Hellmayrea_gularis",12.425,NA,2,10,0,0,0,0,0,0,0,0,0
"Helmitheros_vermivorum",13.68,4.63,2,10,0,0,0,0,0,0,0,0,0
"Helogale_hirtula",484.63,NA,2,7,0,0,0,2,0,1,0,0,0
"Helogale_parvula",281.83,3.34,2,7,0,0,0,2,0,1,0,0,0
"Hemibelideus_lemuroides",993.59,1,2,0,0,0,0,0,0,0,0,0,10
"Hemicentetes_nigriceps",102.99,3.93,3,10,0,0,0,0,0,0,0,0,0
"Hemicentetes_semispinosus",134,5.245,4,10,0,0,0,0,0,0,0,0,0
"Hemicircus_canente",43.255,3,2,10,0,0,0,0,0,0,0,0,0
"Hemicircus_concretus",30.07,NA,4,9,0,0,0,0,0,1,0,0,0
"Hemicircus_sordidus",36.6625,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hemiechinus_auritus",342,3.87,5,3,0,0,0,3,2,1,0,1,0
"Hemiechinus_collaris",141,3.9025,2,3,0,0,0,3,2,1,0,1,0
"Hemigalus_derbyanus",2322.5,1.865,3,10,0,0,0,0,0,0,0,0,0
"Hemignathus_flavus",12.64,NA,NA,3,0,0,0,0,0,3,4,0,0
"Hemignathus_kauaiensis",16.64,NA,NA,5,0,0,0,0,0,2,3,0,0
"Hemignathus_munroi",27.98,NA,NA,8,0,0,0,0,0,0,2,0,0
"Hemignathus_parvus",9.3,NA,NA,5,0,0,0,0,0,0,5,0,0
"Hemignathus_virens",13.69,NA,NA,7,0,0,0,0,0,0,3,0,0
"Hemiphaga_chathamensis",652.5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hemiphaga_novaeseelandiae",652.75,1,3,0,0,0,0,0,0,8,0,0,2
"Hemiprocne_comata",20.69625,1,3,10,0,0,0,0,0,0,0,0,0
"Hemiprocne_coronata",29.5,1,3,10,0,0,0,0,0,0,0,0,0
"Hemiprocne_longipennis",42.8,NA,4,10,0,0,0,0,0,0,0,0,0
"Hemiprocne_mystacea",69.55,1,5,10,0,0,0,0,0,0,0,0,0
"Hemipus_hirundinaceus",10.2,2,6,10,0,0,0,0,0,0,0,0,0
"Hemipus_picatus",8.99,2.4,5,10,0,0,0,0,0,0,0,0,0
"Hemispingus_atropileus",23,NA,NA,9,0,0,0,0,0,0,0,1,0
"Hemispingus_calophrys",19.915,NA,NA,9,0,0,0,0,0,0,0,0,1
"Hemispingus_frontalis",17.75,NA,NA,10,0,0,0,0,0,0,0,0,0
"Hemispingus_goeringi",17.06,NA,NA,10,0,0,0,0,0,0,0,0,0
"Hemispingus_melanotis",16.7,NA,NA,8,0,0,0,0,0,0,0,2,0
"Hemispingus_parodii",21.8,NA,NA,10,0,0,0,0,0,0,0,0,0
"Hemispingus_reyi",17.06,NA,NA,10,0,0,0,0,0,0,0,0,0
"Hemispingus_rufosuperciliaris",29.25,NA,NA,7,0,0,0,0,0,0,0,3,0
"Hemispingus_superciliaris",14.15,NA,NA,9,0,0,0,0,0,0,0,1,0
"Hemispingus_trifasciatus",14.5,NA,NA,10,0,0,0,0,0,0,0,0,0
"Hemispingus_verticalis",14,NA,NA,8,0,0,0,0,0,2,0,0,0
"Hemispingus_xanthophthalmus",12.325,NA,NA,10,0,0,0,0,0,0,0,0,0
"Hemitesia_neumanni",14.2,NA,4,10,0,0,0,0,0,0,0,0,0
"Hemithraupis_flavicollis",12.9,NA,5,6,0,0,0,0,0,4,0,0,0
"Hemithraupis_guira",12,NA,4,8,0,0,0,0,0,1,0,1,0
"Hemithraupis_ruficapilla",11.5,NA,3,8,0,0,0,0,0,2,0,0,0
"Hemitragus_jemlahicus",35200,1.0075,5,0,0,0,0,0,0,0,0,0,10
"Hemitriccus_cinnamomeipectus",7.5,NA,1,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_diops",9.9375,NA,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_flammulatus",10.0625,NA,1,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_furcatus",8.64,NA,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_granadensis",7.9,2,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_griseipectus",8.8,NA,1,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_inornatus",8.335,NA,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_iohannis",10,NA,3,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_josephinae",10.8,NA,1,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_kaempferi",8.64,NA,3,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_margaritaceiventer",8.5625,1.7,4,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_minimus",7.0875,NA,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_minor",7.3625,NA,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_mirandae",8.64,NA,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_nidipendulus",7.5,2,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_obsoletus",11.6,2,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_orbitatus",9.7125,NA,1,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_rufigularis",9.4,2,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_spodiops",7.195,NA,2,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_striaticollis",8.6875,2,3,10,0,0,0,0,0,0,0,0,0
"Hemitriccus_zosterops",8.71,NA,1,10,0,0,0,0,0,0,0,0,0
"Hemixos_castanonotus",35,2.75,3,5,0,0,0,0,0,5,0,0,0
"Hemixos_flavala",32.25,2.65,4,4,0,0,0,0,0,4,1,0,1
"Henicopernis_infuscatus",730,NA,2,5,0,5,0,0,0,0,0,0,0
"Henicopernis_longicauda",579.865,NA,2,6,2,2,0,0,0,0,0,0,0
"Henicophaps_albifrons",247,NA,3,5,0,0,0,0,0,5,0,0,0
"Henicophaps_foersteri",247,NA,1,5,0,0,0,0,0,5,0,0,0
"Henicorhina_leucophrys",16.295,2,1,10,0,0,0,0,0,0,0,0,0
"Henicorhina_leucoptera",13.685,NA,2,10,0,0,0,0,0,0,0,0,0
"Henicorhina_leucosticta",14.49,2,2,10,0,0,0,0,0,0,0,0,0
"Henicorhina_negreti",15.85,NA,1,10,0,0,0,0,0,0,0,0,0
"Herpailurus_yagouaroundi",6875,2.42,8,1,8,0,0,0,0,1,0,0,0
"Herpestes_brachyurus",1396.16,3.49,3,3,2,3,1,0,0,1,0,0,0
"Herpestes_edwardsii",1304.67,2.3,6,2,3,3,0,1,0,1,0,0,0
"Herpestes_flavescens",750,NA,1,7,0,0,0,2,0,0,0,0,1
"Herpestes_fuscus",1348.963,2.365,4,3,2,3,1,0,0,1,0,0,0
"Herpestes_ichneumon",2980.02,2.9775,8,3,2,3,1,0,0,1,0,0,0
"Herpestes_javanicus",750,2.21,21,3,2,3,1,0,0,1,0,0,0
"Herpestes_naso",3002.08,NA,5,3,2,3,1,0,0,1,0,0,0
"Herpestes_ochraceus",549.997,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herpestes_pulverulentus",742,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herpestes_sanguineus",500,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herpestes_semitorquatus",1523.854615,3.49,3,3,2,3,1,0,0,1,0,0,0
"Herpestes_smithii",1702.5,2.5,2,3,2,3,1,0,0,1,0,0,0
"Herpestes_urva",2123.695,3,7,3,2,3,1,0,0,1,0,0,0
"Herpestes_vitticollis",2380,2.6725,7,3,2,3,1,0,0,1,0,0,0
"Herpetotheres_cachinnans",630.915,1,4,0,0,0,0,10,0,0,0,0,0
"Herpsilochmus_atricapillus",9.675,NA,2,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_axillaris",11.55,NA,2,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_dorsimaculatus",9.9125,NA,3,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_dugandi",10.125,NA,1,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_gentryi",10.6,NA,3,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_longirostris",12.85,NA,2,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_motacilloides",11.6,NA,1,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_parkeri",11.5,NA,2,10,0,0,0,0,0,0,0,0,0
"Herpsilochmus_pectoralis",10.86,NA,4,10,0,0,0,0,0,0,0,0,0
