"sp","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Capricornis_sumatraensis",110942.2,1.11,4,0,0,0,0,0,0,0,0,0,10
"Capricornis_swinhoei",43030.64,1,6,0,0,0,0,0,0,0,0,2,8
"Capricornis_thar",95000,1,6,0,0,0,0,0,0,0,0,0,10
"Caprimulgus_aegyptius",78.1,2,7,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_affinis",59.025,2,9,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_andamanicus",66.2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caprimulgus_asiaticus",44,2,8,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_atripennis",63,2,3,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_batesi",100.25,1,2,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_celebensis",61.855,2,3,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_clarus",42.775,2,6,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_climacurus",45.8,2,6,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_concretus",57.51,NA,1,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_donaldsoni",29.0875,2,2,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_europaeus",68.75,2,6,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_eximius",66.295,2,3,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_fossii",58.745,2,5,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_fraenatus",59.84,2,5,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_indicus",89.545,2,5,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_inornatus",50.155,2,5,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_jotaka",87.5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caprimulgus_longipennis",49.5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caprimulgus_macrurus",66.2,2,12,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_madagascariensis",41.1,NA,8,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_mahrattensis",57,2,12,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_manillensis",69.55,2,5,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_meesi",66.2,NA,6,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_natalensis",79.275,2,8,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_nubicus",48.475,2,5,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_pectoralis",52.915,2,6,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_phalaena",87.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caprimulgus_poliocephalus",43.225,2,4,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_prigoginei",57.51,NA,2,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_pulchellus",57.51,NA,2,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_ruficollis",70.25,2,3,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_rufigena",53.28,2,6,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_solala",57.2,NA,1,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_stellatus",58.525,NA,2,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_tristigma",79.2625,2,5,10,0,0,0,0,0,0,0,0,0
"Caprimulgus_vexillarius",73.575,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caprolagus_hispidus",2497,3.46,2,0,0,0,0,0,0,0,0,0,10
"Capromys_pilorides",5200,2,4,0,0,0,0,0,0,3,0,0,7
"Capsiempis_flaveola",7.55,2,9,9,0,0,0,0,0,1,0,0,0
"Caracal_aurata",10650.01,2.125,4,0,10,0,0,0,0,0,0,0,0
"Caracal_caracal",13749.91,2.65,7,0,10,0,0,0,0,0,0,0,0
"Caracara_cheriway",1098.435,2.25,9,2,0,2,0,0,6,0,0,0,0
"Caracara_plancus",1213.31,2.575,9,2,0,2,0,0,6,0,0,0,0
"Cardellina_rubrifrons",8.95,4,1,10,0,0,0,0,0,0,0,0,0
"Cardinalis_cardinalis",42.845,3.12,8,2,0,0,0,0,0,1,0,0,7
"Cardinalis_phoeniceus",39.1,NA,2,2,0,0,0,0,0,0,0,4,4
"Cardinalis_sinuatus",35.345,3.38,3,3,0,0,0,0,0,0,0,7,0
"Cardiocranius_paradoxus",102.70879295,NA,1,0,0,0,0,0,0,0,0,10,0
"Cardioderma_cor",26.45,1,3,10,0,0,0,0,0,0,0,0,0
"Carduelis_ambigua",15.38,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_atrata",16.04,NA,NA,2,0,0,0,0,0,0,0,8,0
"Carduelis_atriceps",13.46,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_barbata",15.5,NA,NA,2,0,0,0,0,0,1,0,7,0
"Carduelis_cannabina",19.53,NA,NA,2,0,0,0,0,0,2,0,6,0
"Carduelis_carduelis",16,4.9,10,1,0,0,0,0,0,2,0,4,3
"Carduelis_chloris",26,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_citrinella",12.45,4.475,3,2,0,0,0,0,0,0,0,4,4
"Carduelis_corsicana",12.45,4.475,1,2,0,0,0,0,0,0,0,4,4
"Carduelis_crassirostris",19,NA,NA,0,0,0,0,0,0,0,0,4,6
"Carduelis_cucullata",9.8,NA,NA,0,0,0,0,0,0,2,0,6,2
"Carduelis_dominicensis",12.6,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_flammea",13,NA,NA,3,0,0,0,0,0,0,0,4,3
"Carduelis_flavirostris",15.4,NA,NA,2,0,0,0,0,0,0,0,4,4
"Carduelis_johannis",13.4,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_lawrencei",10.94,NA,NA,0,0,0,0,0,0,1,0,9,0
"Carduelis_magellanica",13.6,NA,NA,1,0,0,0,0,0,0,0,3,6
"Carduelis_monguilloti",15.38,NA,NA,1,0,0,0,0,0,0,0,9,0
"Carduelis_notata",10.9,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_olivacea",15.38,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_pinus",12.7,NA,NA,1,0,0,0,0,0,1,0,7,1
"Carduelis_psaltria",8.77,NA,NA,1,0,0,0,0,0,3,0,3,3
"Carduelis_siemiradzkii",15.38,NA,NA,1,0,0,0,0,0,0,0,7,2
"Carduelis_sinica",18.59,NA,NA,2,0,0,0,0,0,0,0,8,0
"Carduelis_spinescens",11.3,NA,NA,0,0,0,0,0,0,0,0,8,2
"Carduelis_spinoides",18.6,NA,NA,1,0,0,0,0,0,1,0,8,0
"Carduelis_spinus",13.24,NA,NA,1,0,0,0,0,0,3,0,3,3
"Carduelis_tristis",12.79,NA,NA,1,0,0,0,0,0,0,1,6,2
"Carduelis_uropygialis",14,NA,NA,2,0,0,0,0,0,0,0,8,0
"Carduelis_xanthogastra",12.7,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carduelis_yarrellii",15.38,NA,NA,0,0,0,0,0,0,5,0,5,0
"Carduelis_yemenensis",14.3,NA,NA,0,0,0,0,0,0,2,0,8,0
"Cariama_cristata",1487.5,2.2,2,6,1,1,0,0,0,1,0,0,1
"Caridonax_fulgidus",171.81,NA,6,10,0,0,0,0,0,0,0,0,0
"Carollia_brevicauda",14.625,0.98,4,0,0,0,0,0,0,10,0,0,0
"Carollia_castanea",13.1,0.99,4,0,0,0,0,0,0,10,0,0,0
"Carollia_manu",15.755,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carollia_perspicillata",18,1,4,0,0,0,0,0,0,10,0,0,0
"Carollia_sowelli",16.1275,NA,NA,0,0,0,0,0,0,10,0,0,0
"Carollia_subrufa",15.59,0.9825,3,0,0,0,0,0,0,10,0,0,0
"Carpitalpa_arendsi",52.34,NA,7,10,0,0,0,0,0,0,0,0,0
"Carpococcyx_radiceus",497.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carpococcyx_renauldi",550,NA,3,6,2,1,0,0,0,0,0,1,0
"Carpococcyx_viridis",511.25,NA,2,10,0,0,0,0,0,0,0,0,0
"Carpodacus_cassinii",26.5,NA,NA,2,0,0,0,0,0,0,0,4,4
"Carpodacus_edwardsii",26.5,NA,2,0,0,0,0,0,0,2,1,7,0
"Carpodacus_eos",27.02,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carpodacus_erythrinus",24.11,4.9,7,1,0,0,0,0,0,2,1,3,3
"Carpodacus_mexicanus",21.4,NA,NA,1,0,0,0,0,0,3,0,3,3
"Carpodacus_nipalensis",22.1,NA,NA,0,0,0,0,0,0,4,1,4,1
"Carpodacus_pulcherrimus",19.2125,NA,3,0,0,0,0,0,0,0,0,5,5
"Carpodacus_puniceus",47.84,NA,2,0,0,0,0,0,0,2,0,3,5
"Carpodacus_purpureus",23.3,NA,NA,1,0,0,0,0,0,1,2,2,4
"Carpodacus_rhodochlamys",34.7,NA,4,0,0,0,0,0,0,3,0,4,3
"Carpodacus_roborowskii",27.02,NA,1,0,0,0,0,0,0,0,0,8,2
"Carpodacus_rodochroa",17.8425,NA,6,0,0,0,0,0,0,5,0,5,0
"Carpodacus_rodopeplus",23,NA,2,0,0,0,0,0,0,0,0,8,2
"Carpodacus_roseus",28.3,NA,3,1,0,0,0,0,0,1,0,6,2
"Carpodacus_rubescens",27.02,NA,NA,0,0,0,0,0,0,0,0,10,0
"Carpodacus_rubicilla",43.15,4.5,5,1,0,0,0,0,0,1,0,4,4
"Carpodacus_rubicilloides",42.03,NA,4,0,0,0,0,0,0,0,0,10,0
"Carpodacus_synoicus",21.05,4.5,3,0,0,0,0,0,0,0,0,3,7
"Carpodacus_thura",31.87,NA,2,0,0,0,0,0,0,3,0,4,3
"Carpodacus_trifasciatus",27.02,NA,5,0,0,0,0,0,0,2,0,7,1
"Carpodacus_vinaceus",22.115,NA,1,0,0,0,0,0,0,0,0,10,0
"Carpodectes_antoniae",98,1,3,0,0,0,0,0,0,10,0,0,0
"Carpodectes_hopkei",102,NA,2,0,0,0,0,0,0,10,0,0,0
"Carpodectes_nitidus",102.05,1,1,0,0,0,0,0,0,10,0,0,0
"Carpomys_melanurus",219.06,NA,1,1,0,0,0,0,0,1,0,2,6
"Carpomys_phaeurus",183.3,NA,1,1,0,0,0,0,0,1,0,2,6
"Carpornis_cucullata",74.195,NA,3,2,0,0,0,0,0,8,0,0,0
"Carpornis_melanocephala",64.2325,NA,3,1,0,0,0,0,0,9,0,0,0
"Carterodon_sulcidens",113.8,NA,2,0,0,0,0,0,0,0,0,0,10
"Caryomys_eva",35.105,NA,1,0,0,0,0,0,0,0,0,2,8
"Caryomys_inez",35.605,1.94,2,0,0,0,0,0,0,0,0,2,8
"Caryothraustes_canadensis",34.25,NA,1,2,0,0,0,0,0,8,0,0,0
"Caryothraustes_poliogaster",39.725,3,2,2,0,0,0,0,0,8,0,0,0
"Casinycteris_argynnis",28.28,0.985,2,0,0,0,0,0,0,8,2,0,0
"Casiornis_fuscus",19.5,NA,2,10,0,0,0,0,0,0,0,0,0
"Casiornis_rufus",24.8,NA,6,10,0,0,0,0,0,0,0,0,0
"Castor_canadensis",19928.335,3.59,5,0,0,0,0,0,0,0,0,0,10
"Castor_fiber",19000,3.0025,6,0,0,0,0,0,0,0,0,0,10
"Casuarius_bennetti",32749.995,5,3,1,0,0,0,1,0,8,0,0,0
"Casuarius_casuarius",44000,5.666936791,4,1,0,0,0,1,0,8,0,0,0
"Casuarius_unappendiculatus",46686.925,6,2,2,0,0,0,1,0,6,0,0,1
"Catagonus_wagneri",35566.4,2.4575,2,0,0,0,0,0,0,0,0,3,7
"Catamblyrhynchus_diadema",14.15,NA,1,8,0,0,0,0,0,0,0,0,2
"Catamenia_analis",12.725,NA,7,0,0,0,0,0,0,0,0,10,0
"Catamenia_homochroa",12.2,NA,3,0,0,0,0,0,0,0,0,5,5
"Catamenia_inornata",13.4,NA,4,0,0,0,0,0,0,0,0,10,0
"Cataponera_turdoides",89.65,NA,1,5,0,0,0,0,0,5,0,0,0
"Catharacta_antarctica",1650,NA,14,0,6,0,0,0,4,0,0,0,0
"Catharacta_chilensis",1367.77,NA,15,0,6,0,0,0,4,0,0,0,0
"Catharacta_maccormicki",1347.07,NA,13,0,2,0,8,0,0,0,0,0,0
"Catharacta_skua",1338.22,NA,10,0,2,0,6,0,2,0,0,0,0
"Catharopeza_bishopi",15.3,NA,2,10,0,0,0,0,0,0,0,0,0
"Cathartes_aura",1647.12,2,9,0,0,0,0,0,10,0,0,0,0
"Cathartes_burrovianus",990.5,2,6,0,0,0,0,0,10,0,0,0,0
"Cathartes_melambrotus",1358.5,2,1,0,0,0,0,0,10,0,0,0,0
"Catharus_aurantiirostris",29.1,2,8,5,0,0,0,0,0,3,0,2,0
"Catharus_bicknelli",28.72,4,4,9,0,0,0,0,0,1,0,0,0
"Catharus_dryas",37.775,NA,3,6,0,0,0,0,0,4,0,0,0
"Catharus_frantzii",28.125,2,5,6,0,0,0,0,0,4,0,0,0
"Catharus_fuscater",33.8375,2,3,6,0,0,0,0,0,4,0,0,0
"Catharus_fuscescens",31.9125,4,3,5,0,0,0,0,0,4,0,1,0
"Catharus_gracilirostris",20.5675,2,3,5,0,0,0,0,0,5,0,0,0
"Catharus_guttatus",30.325,3.66,3,8,0,0,0,0,0,2,0,0,0
"Catharus_mexicanus",32.8125,2,2,5,0,0,0,0,0,5,0,0,0
"Catharus_minimus",31.59,4,4,8,0,0,0,0,0,2,0,0,0
"Catharus_occidentalis",25.5925,2.4,1,5,0,0,0,0,0,5,0,0,0
"Catharus_ustulatus",30.183333335,3.65,12,6,0,0,0,0,0,4,0,0,0
"Catherpes_mexicanus",11.7975,5.5,3,10,0,0,0,0,0,0,0,0,0
"Catopuma_badia",3429.52,NA,2,0,8,0,0,0,2,0,0,0,0
"Catopuma_temminckii",11500,1.39,7,0,8,2,0,0,0,0,0,0,0
"Catreus_wallichii",1446.5,10.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cavia_aperea",524.38,2.31,4,0,0,0,0,0,0,0,0,0,10
"Cavia_fulgida",282.5,1.34,1,0,0,0,0,0,0,0,0,0,10
"Cavia_intermedia",572.79875,NA,1,0,0,0,0,0,0,0,0,0,10
"Cavia_magna",459.99,NA,2,0,0,0,0,0,0,0,0,0,10
"Cavia_tschudii",1000,1.96,5,0,0,0,0,0,0,0,0,0,10
"Cebuella_pygmaea",124,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_apella",2642.5,1.05,NA,2,0,0,0,1,0,2,1,2,2
"Cebus_cay",2836.854444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_flavius",2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_kaapori",3000,1,2,1,0,0,0,0,0,7,0,1,1
"Cebus_libidinosus",2687.21,1.05,NA,2,0,0,0,1,0,4,2,0,1
"Cebus_macrocephalus",2836.854444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_nigritus",2687.21,1.0125,NA,2,0,0,0,1,0,4,2,0,1
"Cebus_robustus",2836.854444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_xanthosternos",2687.21,1.05,NA,2,0,0,0,1,0,4,2,0,1
"Celeus_castaneus",85.595,3.5,3,7,0,0,0,0,0,1,0,1,1
"Celeus_elegans",139.485,3,3,8,0,0,0,0,0,2,0,0,0
"Celeus_flavescens",146.625,NA,3,7,0,0,0,0,0,3,0,0,0
"Celeus_flavus",130.165,NA,5,8,0,0,0,0,0,1,0,1,0
"Celeus_grammicus",74.595,NA,3,5,0,0,0,0,0,5,0,0,0
"Celeus_loricatus",76.75,NA,3,7,0,0,0,0,0,3,0,0,0
"Celeus_lugubris",140.25,NA,2,10,0,0,0,0,0,0,0,0,0
"Celeus_obrieni",113.75,1,2,10,0,0,0,0,0,0,0,0,0
"Celeus_occidentalis",114.47625,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celeus_ochraceus",154.25,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celeus_spectabilis",113.75,1,4,10,0,0,0,0,0,0,0,0,0
"Celeus_tinnunculus",114.47625,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celeus_torquatus",134,NA,3,5,0,0,0,0,0,0,0,5,0
"Celeus_undatus",64.5,NA,3,8,0,0,0,0,0,0,0,2,0
"Centrocercus_minimus",1776.23,NA,1,1,0,0,0,0,0,0,0,0,9
"Centrocercus_urophasianus",1916.23,7.35,1,1,0,0,0,0,0,0,0,0,9
"Centronycteris_centralis",23,0.98,2,10,0,0,0,0,0,0,0,0,0
"Centronycteris_maximiliani",23,0.98,1,10,0,0,0,0,0,0,0,0,0
"Centropus_andamanensis",265,2.8,5,10,0,0,0,0,0,0,0,0,0
"Centropus_anselli",210,NA,5,7,2,1,0,0,0,0,0,0,0
"Centropus_ateralbus",338.25,2.5,2,9,0,0,0,1,0,0,0,0,0
"Centropus_bengalensis",154.105,2.8,4,8,0,1,0,0,0,1,0,0,0
"Centropus_bernsteini",154.055,2,1,8,1,1,0,0,0,0,0,0,0
"Centropus_celebensis",244.36,NA,3,10,0,0,0,0,0,0,0,0,0
"Centropus_chalybeus",244.36,NA,1,8,1,1,0,0,0,0,0,0,0
"Centropus_chlororhynchos",275.248333333333,2.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centropus_cupreicaudus",271.59,2.9,6,4,3,3,0,0,0,0,0,0,0
"Centropus_goliath",505.335,NA,3,8,1,1,0,0,0,0,0,0,0
"Centropus_grillii",123.44,4,5,8,0,1,0,0,0,0,0,1,0
"Centropus_leucogaster",311.28,2,4,8,0,2,0,0,0,0,0,0,0
"Centropus_melanops",220.475,NA,2,8,1,1,0,0,0,0,0,0,0
"Centropus_menbeki",519,NA,3,3,3,4,0,0,0,0,0,0,0
"Centropus_milo",768.25,NA,5,10,0,0,0,0,0,0,0,0,0
"Centropus_monachus",202.655,3,11,4,3,3,0,0,0,0,0,0,0
"Centropus_nigrorufus",244.36,1.7,3,8,0,2,0,0,0,0,0,0,0
"Centropus_phasianinus",377.74,3.65,5,7,2,1,0,0,0,0,0,0,0
"Centropus_rectunguis",238,NA,2,10,0,0,0,0,0,0,0,0,0
"Centropus_senegalensis",169.5,3.2,11,4,3,3,0,0,0,0,0,0,0
"Centropus_sinensis",288.35,2.9,7,3,3,0,0,0,0,2,0,2,0
"Centropus_spilopterus",244.36,NA,4,8,1,1,0,0,0,0,0,0,0
"Centropus_steerii",192.965,NA,1,8,1,1,0,0,0,0,0,0,0
"Centropus_superciliosus",154.225,4,8,5,3,2,0,0,0,0,0,0,0
"Centropus_toulou",168.175,2.4,4,5,3,2,0,0,0,0,0,0,0
"Centropus_unirufus",180.63,NA,1,8,1,1,0,0,0,0,0,0,0
"Centropus_violaceus",499.995,3,1,9,0,1,0,0,0,0,0,0,0
"Centropus_viridis",141.25,3,3,10,0,0,0,0,0,0,0,0,0
"Centurio_senex",23.09,0.9925,6,0,0,0,0,0,0,10,0,0,0
"Cephalophus_adersi",9249.96,1,1,0,1,0,0,0,0,3,0,0,6
"Cephalophus_callipygus",19079.23,NA,2,0,1,0,0,0,0,3,0,0,6
"Cephalophus_dorsalis",20000,1,1,0,1,0,0,0,0,3,0,0,6
"Cephalophus_harveyi",11999.97,1,4,0,1,0,0,0,0,3,0,0,6
"Cephalophus_jentinki",69244.9199999999,1,1,0,1,0,0,0,0,3,0,0,6
"Cephalophus_leucogaster",12954.345,1,1,0,1,0,0,0,0,3,0,0,6
"Cephalophus_natalensis",11999.97,1,3,0,1,0,0,0,0,3,0,0,6
"Cephalophus_niger",19094.32,1,2,0,1,0,0,0,0,3,0,0,6
"Cephalophus_nigrifrons",13900,NA,4,0,1,0,0,0,0,3,0,0,6
"Cephalophus_ogilbyi",19193.21,1,2,0,1,0,0,0,0,3,0,0,6
"Cephalophus_rufilatus",12114.57,1,2,0,1,0,0,0,0,3,0,0,6
"Cephalophus_silvicultor",62006.6000000001,1,3,0,1,0,0,0,0,3,0,0,6
"Cephalophus_spadix",56857.02,NA,1,0,1,0,0,0,0,3,0,0,6
"Cephalophus_weynsi",17000,1,2,0,1,0,0,0,0,3,0,0,6
"Cephalophus_zebra",15654.75,1,1,0,1,0,0,0,0,3,0,0,6
"Cephalopterus_glabricollis",382.235,1,2,2,0,2,0,0,0,6,0,0,0
"Cephalopterus_ornatus",380,1,3,4,0,1,0,0,0,5,0,0,0
"Cephalopterus_penduliger",338,1,4,2,0,0,0,0,0,8,0,0,0
"Cephalopyrus_flammiceps",7,NA,4,6,0,0,0,0,0,0,2,0,2
"Cepphus_carbo",490,2,13,3,0,0,7,0,0,0,0,0,0
"Cepphus_columba",508.5,2,12,4,0,0,6,0,0,0,0,0,0
"Cepphus_grylle",384.25,2,11,4,0,0,6,0,0,0,0,0,0
"Ceratogymna_atrata",1199.145,1.45,2,1,0,0,0,0,0,9,0,0,0
"Ceratogymna_elata",1964.76,NA,2,2,0,0,0,0,0,8,0,0,0
"Ceratotherium_simum",2285939,1,3,0,0,0,0,0,0,0,0,0,10
"Cercartetus_caudatus",23.05,2.37,3,2,0,1,0,0,0,2,2,1,2
"Cercartetus_concinnus",15.96,4.45,1,2,0,1,0,0,0,2,2,1,2
"Cercartetus_lepidus",8.03,3.4975,3,2,0,1,0,0,0,2,2,1,2
"Cercartetus_nanus",26.85,3.97,2,2,0,1,0,0,0,2,2,1,2
"Cercibis_oxycerca",1819,NA,1,10,0,0,0,0,0,0,0,0,0
"Cercocebus_agilis",7775,1,2,2,0,0,0,1,0,7,0,0,0
"Cercocebus_atys",6941.24,1.0075,3,1,0,0,0,0,0,4,0,5,0
"Cercocebus_chrysogaster",9610,1,2,2,0,0,0,1,0,7,0,0,0
"Cercocebus_galeritus",7077.66,1.0075,1,2,0,0,0,1,0,7,0,0,0
"Cercocebus_sanjei",8000,1.005,1,0,0,0,0,0,0,7,0,0,3
"Cercocebus_torquatus",7749.97,1.005,3,2,0,0,0,1,0,7,0,0,0
"Cercococcyx_mechowi",56.05,NA,1,8,0,0,0,0,0,0,0,2,0
"Cercococcyx_montanus",58.65,NA,3,10,0,0,0,0,0,0,0,0,0
"Cercococcyx_olivinus",65.9,NA,2,10,0,0,0,0,0,0,0,0,0
"Cercomacra_brasiliana",16.93,NA,2,10,0,0,0,0,0,0,0,0,0
"Cercomacra_carbonaria",14.5,NA,4,10,0,0,0,0,0,0,0,0,0
"Cercomacra_cinerascens",14.3,NA,1,10,0,0,0,0,0,0,0,0,0
"Cercomacra_ferdinandi",15,NA,3,10,0,0,0,0,0,0,0,0,0
"Cercomacra_laeta",16.13,2,NA,10,0,0,0,0,0,0,0,0,0
"Cercomacra_manu",18.115,NA,3,10,0,0,0,0,0,0,0,0,0
"Cercomacra_melanaria",19,2,3,10,0,0,0,0,0,0,0,0,0
"Cercomacra_nigrescens",17,2,NA,10,0,0,0,0,0,0,0,0,0
"Cercomacra_nigricans",16.13,2,4,9,0,0,0,0,0,0,0,0,1
"Cercomacra_parkeri",16.93,NA,NA,10,0,0,0,0,0,0,0,0,0
"Cercomacra_serva",17,NA,NA,10,0,0,0,0,0,0,0,0,0
"Cercomacra_tyrannina",16.475,2,NA,10,0,0,0,0,0,0,0,0,0
"Cercomela_dubia",17.19,NA,NA,8,0,0,0,0,0,1,0,1,0
"Cercomela_familiaris",19.45,NA,NA,8,0,0,0,0,0,1,0,1,0
"Cercomela_fusca",12.7,NA,NA,10,0,0,0,0,0,0,0,0,0
"Cercomela_melanura",15.2,NA,NA,8,0,0,0,0,0,2,0,0,0
"Cercomela_schlegelii",23.3,NA,NA,6,0,0,0,0,0,0,0,4,0
"Cercomela_scotocerca",16,NA,NA,6,0,0,0,0,0,0,0,4,0
"Cercomela_sinuata",18.1,NA,NA,6,0,0,0,0,0,4,0,0,0
"Cercomela_sordida",21,NA,NA,10,0,0,0,0,0,0,0,0,0
"Cercomela_tractrac",20.8,NA,NA,10,0,0,0,0,0,0,0,0,0
"Cercopithecus_ascanius",3550,1.005,2,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_campbelli",3800,1.01,3,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_cephus",3444.88,1.005,1,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_diana",4358.91,1.005,1,3,0,0,0,1,0,5,0,0,1
"Cercopithecus_dryas",3075,1.0125,1,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_erythrogaster",3444.88,1.01,1,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_erythrotis",3355,1.01,2,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_hamlyni",5490,NA,2,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_lhoesti",5307.47,1,NA,0,0,0,0,1,0,5,0,3,1
"Cercopithecus_mitis",6116.5,1,7,0,0,0,0,1,0,5,0,3,1
"Cercopithecus_mona",4208.33,1,4,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_neglectus",5479.99,1.01,4,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_nictitans",5465,1,2,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_petaurista",3233.67,1.02,3,2,0,0,0,0,0,3,0,2,3
"Cercopithecus_pogonias",3578.27,1.005,NA,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_preussi",5132.57,1.01,NA,0,0,0,0,1,0,5,0,3,1
"Cercopithecus_sclateri",3304.99,1.0125,2,2,0,0,0,1,0,5,0,1,1
"Cercopithecus_solatus",5256.91,1.0075,NA,0,0,0,0,1,0,5,0,3,1
"Cercotrichas_podobe",24.6175,2.8,4,8,0,0,0,0,0,1,0,1,0
"Cerdocyon_thous",5741.66,3.545,13,5,0,0,0,4,1,0,0,0,0
"Cereopsis_novaehollandiae",3664.995,4.24,7,0,0,0,0,0,0,0,0,2,8
"Cerorhinca_monocerata",493.62,1,10,2,0,0,8,0,0,0,0,0,0
"Cerradomys_andersoni",37,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cerradomys_maracajuensis",49.91,4.585,3,2,0,0,0,0,0,2,0,2,4
"Cerradomys_marinhus",49.91,4.585,3,2,0,0,0,0,0,2,0,2,4
"Cerradomys_scotti",49.91,4.585,3,2,0,0,0,0,0,2,0,2,4
"Cerradomys_subflavus",49.955,4.4775,1,2,0,0,0,0,0,2,0,2,4
"Certhia_americana",9,5.5,2,7,0,0,0,0,0,0,0,2,1
"Certhia_brachydactyla",8.2625,5.9,7,7,0,0,0,0,0,0,0,3,0
"Certhia_discolor",10.375,3.7,1,10,0,0,0,0,0,0,0,0,0
"Certhia_familiaris",9.05,5.45,2,6,0,0,0,0,0,0,0,4,0
"Certhia_himalayana",8.8625,4.7,5,9,0,0,0,0,0,0,0,1,0
"Certhia_hodgsoni",9.05,5.45,2,6,0,0,0,0,0,0,0,4,0
"Certhia_manipurensis",10.375,3.7,1,10,0,0,0,0,0,0,0,0,0
"Certhia_nipalensis",11.1,NA,1,10,0,0,0,0,0,0,0,0,0
"Certhia_tianquanensis",9,NA,1,6,0,0,0,0,0,0,0,4,0
"Certhiasomus_stictolaemus",18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Certhiaxis_cinnamomeus",15.075,3.1,4,10,0,0,0,0,0,0,0,0,0
