"binomial","Comp.1_mi_1","Comp.1_mi_10","Comp.1_mi_11","Comp.1_mi_12","Comp.1_mi_13","Comp.1_mi_14","Comp.1_mi_15","Comp.1_mi_16","Comp.1_mi_17","Comp.1_mi_18","Comp.1_mi_19","Comp.1_mi_2","Comp.1_mi_20","Comp.1_mi_21","Comp.1_mi_22","Comp.1_mi_23","Comp.1_mi_24","Comp.1_mi_25","Comp.1_mi_3","Comp.1_mi_4","Comp.1_mi_5","Comp.1_mi_6","Comp.1_mi_7","Comp.1_mi_8","Comp.1_mi_9","Comp.2_mi_1","Comp.2_mi_10","Comp.2_mi_11","Comp.2_mi_12","Comp.2_mi_13","Comp.2_mi_14","Comp.2_mi_15","Comp.2_mi_16","Comp.2_mi_17","Comp.2_mi_18","Comp.2_mi_19","Comp.2_mi_2","Comp.2_mi_20","Comp.2_mi_21","Comp.2_mi_22","Comp.2_mi_23","Comp.2_mi_24","Comp.2_mi_25","Comp.2_mi_3","Comp.2_mi_4","Comp.2_mi_5","Comp.2_mi_6","Comp.2_mi_7","Comp.2_mi_8","Comp.2_mi_9","Comp.3_mi_1","Comp.3_mi_10","Comp.3_mi_11","Comp.3_mi_12","Comp.3_mi_13","Comp.3_mi_14","Comp.3_mi_15","Comp.3_mi_16","Comp.3_mi_17","Comp.3_mi_18","Comp.3_mi_19","Comp.3_mi_2","Comp.3_mi_20","Comp.3_mi_21","Comp.3_mi_22","Comp.3_mi_23","Comp.3_mi_24","Comp.3_mi_25","Comp.3_mi_3","Comp.3_mi_4","Comp.3_mi_5","Comp.3_mi_6","Comp.3_mi_7","Comp.3_mi_8","Comp.3_mi_9","Comp.4_mi_1","Comp.4_mi_10","Comp.4_mi_11","Comp.4_mi_12","Comp.4_mi_13","Comp.4_mi_14","Comp.4_mi_15","Comp.4_mi_16","Comp.4_mi_17","Comp.4_mi_18","Comp.4_mi_19","Comp.4_mi_2","Comp.4_mi_20","Comp.4_mi_21","Comp.4_mi_22","Comp.4_mi_23","Comp.4_mi_24","Comp.4_mi_25","Comp.4_mi_3","Comp.4_mi_4","Comp.4_mi_5","Comp.4_mi_6","Comp.4_mi_7","Comp.4_mi_8","Comp.4_mi_9","Comp.1_mean","Comp.2_mean","Comp.3_mean","Comp.4_mean","Comp.5_mean"
"Eumops glaucinus",-0.410964305137349,-0.463553130272391,-0.413865792620255,-0.514384597023836,-0.385501965916791,-0.418936447369968,-0.395683312420149,-0.393080881562334,-0.441796062358476,-0.501903585407081,-0.431644540099699,-0.490201472446205,-0.46212352344921,-0.38044712958012,-0.46449621381062,-0.3269378344431,-0.393463372060346,-0.432468769205764,-0.488465823414625,-0.516663461999565,-0.395669930001591,-0.412120873669112,-0.449313081202637,-0.489709710581501,-0.380056263233137,-1.228938378674,-1.20114426408707,-1.210848282516,1.17151611005306,-1.25512730374422,-1.21833842468454,-1.23152774211384,-1.2234027264628,-1.18267921330876,-1.17429199600507,-1.24571881652888,1.1875335972104,1.18259623281608,-1.27028658444643,-1.18621067308183,-1.26186308826542,-1.23193367896035,-1.20559095377357,1.17267772644089,-1.16997331163585,-0.845636688134763,-1.17767063080986,-1.19251238638052,-1.1831280350565,-1.24817834313307,-0.247762176435088,-0.249221355269967,-0.269457787887485,-0.289364620540154,-0.0684386689356595,-0.248613002716749,-0.161584527065854,-0.16306143813923,-0.248172159376316,0.271324912939221,-0.259484941155238,-0.296156243850726,-0.290872621047489,-0.0338709871552765,-0.225401428710196,-0.18992737634537,-0.20272084884432,-0.258376284440226,-0.288483291587227,-0.286216169291304,-0.867131927553926,-0.212147679646157,-0.227871971131501,-0.257063698141081,-0.156867752195521,0.239930330354065,0.211847137962374,0.231568505385235,0.177570481861029,0.223574761156203,0.22799043317782,0.246833671191737,0.276745660276171,0.218084288543623,0.192912866004032,0.215362464316095,0.200984579240542,0.205992488340954,0.225232094323751,0.212935945957389,0.274938513276557,0.232805741101888,0.204563261200563,0.190194988798934,0.212022886922871,0.257724885614776,0.249114014181402,0.200604520979052,0.208954337590358,0.242721345114909,-0.434138083171435,-0.817227114211316,-0.229077761780914,0.223248408114893,NA
"Eumops perotis",-0.409245551734201,-0.461810609003484,-0.412863193421272,-0.513255672231671,-0.383522183699793,-0.417271548089952,-0.394047432457839,-0.391081382803457,-0.440800504085485,-0.499687612564888,-0.429835486910269,-0.489226455702757,-0.461394644778578,-0.378615272155528,-0.462149667600587,-0.324336267822854,-0.391374381457237,-0.431056403523788,-0.487917615137233,-0.514760279372207,-0.393778435487451,-0.410043745750389,-0.447613510702521,-0.487874774685579,-0.377998729384442,-1.24095530996292,-1.21389438288621,-1.22284514490441,1.18448705134547,-1.26427966645422,-1.23002747762617,-1.24254978425459,-1.23305549299537,-1.19513889531656,-1.18712996394657,-1.25791359859992,1.2005070036884,1.19504175201865,-1.27999324620533,-1.19863528744772,-1.27312617187933,-1.24365089119888,-1.21767648125216,1.18518077902754,-1.18218621078973,-0.84097519293073,-1.18807070125482,-1.20465092476649,-1.19553176362591,-1.25887260077412,-0.234465041122694,-0.235808189442927,-0.255985906297055,-0.276831826762283,-0.0543827774258586,-0.235360114754091,-0.147494251894979,-0.150277335635326,-0.235130590658648,0.258795989968079,-0.246292347728139,-0.28307093889846,-0.27776407366968,-0.0187202234187334,-0.212471249517547,-0.176246895998042,-0.189047721206414,-0.245336909170729,-0.275708420126155,-0.274183505821596,-0.883270327992376,-0.200083199165045,-0.214994908341251,-0.244394689711489,-0.142994160589058,0.238204285377177,0.210364317662959,0.229404144058033,0.175742475462154,0.22254837028958,0.226495213993203,0.245291710533873,0.275762785644057,0.215780466677693,0.191962445963269,0.213737061661167,0.198917157082213,0.203734962146563,0.22365079154447,0.21227830151186,0.273652694523122,0.23142270703916,0.202758526897468,0.187717191203793,0.210900612614722,0.25692971224266,0.248175728292596,0.199064137809983,0.207858164239533,0.241595042988301,-0.432462454422539,-0.824237704119683,-0.21806078461522,0.221757960298384,NA
"Euphractus sexcinctus",2.34890490994884,2.26898699625627,2.37831873193988,2.23940661012467,2.36182994636501,2.36295176892389,2.36950955437873,2.31114736189278,2.35471003326227,2.15622837856184,2.30097548564102,2.25842991607386,2.34413156838085,2.37472096913593,2.18566880725461,2.39408519749862,2.30141699501181,2.35354821033777,2.31876039333899,2.04755538718765,2.35660304370331,2.33183272996737,2.32189918931645,2.18389115411074,2.37712156010226,-0.721658879017137,-0.746812202117585,-0.754018942325439,0.755636329935513,-0.850855976083144,-0.747878645804508,-0.791778961835586,-0.796899866062547,-0.774826721180373,-0.714822400383964,-0.718865268370475,0.756632292034686,0.766364900084673,-0.863053612715816,-0.756932501028189,-0.683347216130692,-0.735234505674809,-0.739620783747614,0.771681482913375,-0.723323623122327,-1.1453622455607,-0.74963695915749,-0.754376808569169,-0.762036678001405,-0.789236194433443,-0.94380542781218,-0.945049714388835,-0.944013667906792,-0.966980022193518,-0.769216289221138,-0.928929906989983,-0.859542439899018,-0.848454329891411,-0.996216985911492,0.959272742078047,-0.930787163657505,-0.963221910353916,-0.965302968762756,-0.788471835986,-0.909569185016134,-0.924673971748104,-0.904622091343707,-0.947437620173766,-0.981203122032848,-0.930005356542291,-0.162435516805741,-0.922890515247196,-0.95427441347929,-0.926623114920693,-0.853422024287063,-2.18065202898681,-2.16046456841716,-2.19810225209802,-2.17024579327068,-2.22171886900277,-2.21603858606038,-2.19826044871569,-2.13715092205894,-2.18351194588101,-2.1099869682107,-2.16993956794945,-2.14597509068862,-2.20389297045673,-2.21501476320082,-2.10522735118135,-2.17845823842061,-2.14559517359457,-2.21672916993647,-2.19842867376816,-1.98547431456454,-2.20859190595015,-2.18238359087943,-2.20770247578316,-2.10550176190339,-2.2161265832814,2.30410539594862,-0.530810559454167,-0.812315074099733,-2.17044696057044,NA
"Euryoryzomys russatus",-0.732875283909178,-0.710352261026223,-0.728310089192879,-0.639963680466742,-0.761935911523796,-0.714953365455481,-0.777477495339315,-0.748112476970173,-0.695747563591921,-0.630155490634045,-0.772078471076282,-0.660503826935951,-0.680906390278682,-0.723279976155721,-0.644385288915617,-0.885436764545985,-0.789084792904701,-0.693568573535937,-0.652409852838648,-0.644341807020378,-0.768348241692386,-0.754517854834424,-0.740164869676291,-0.670239422673867,-0.789195321954288,0.941086203191248,1.37687378508598,1.33993033495468,-1.34489168041192,1.23562138805747,0.961786175417806,1.39145601609536,1.01287232591694,1.44175614484402,1.04131937855618,1.52323809317728,-1.05928807631919,-1.35882088899549,1.00437366931497,1.04778454998177,1.47804131831064,1.5304745849648,0.950257424115268,-1.07178644532131,1.18999785765998,0.835036297623508,1.24949099932237,1.72956442323433,1.3285797524177,1.35866247731683,0.542001280045964,0.148801059312627,0.101157542543363,0.274061952559039,0.00481067563086118,0.532455258157523,-0.048978631002317,0.430485853368392,0.102816487065162,-0.561456013980518,-0.0955486135055147,0.480435602118484,0.157457484583786,0.391692746538331,0.533987628037574,-0.154653403311115,-0.155318173194911,0.558699982174988,0.502405254525349,0.37780450490257,0.974149158028292,0.24814397724132,-0.199905692236081,0.24972345880284,-0.0254641431528687,0.273212256969543,0.348428405331301,0.338561460580966,0.364530029428123,0.318907815023651,0.275961107235193,0.33744716946981,0.255653425658488,0.339753990854308,0.308181490880825,0.402336362440398,0.305743382142303,0.357569085767792,0.256044493136098,0.2715007099984,0.333455480627524,0.349552236006897,0.275857354681043,0.2962001698563,0.317231747186164,0.295884231316037,0.292447292802692,0.400493296182869,0.323833076765666,0.321990541469585,-0.720333802925956,0.84533664434045,0.214790609410126,0.318431064472479,NA
"Furipterus horrens",-0.411202432997136,-0.463767176874807,-0.414719769410953,-0.515120188417568,-0.385515053701553,-0.419220867424467,-0.395994319920445,-0.393077353988583,-0.442655832170207,-0.501698569008861,-0.431803441666208,-0.491073528012092,-0.463210035804886,-0.38059066417923,-0.464181936997295,-0.326409765640397,-0.393382801875692,-0.432969875089269,-0.489705378528887,-0.516730642558763,-0.395761894624885,-0.412048675694739,-0.44956546706115,-0.489839131113485,-0.380002523225741,-1.23937449456775,-1.21212490968744,-1.22122297164948,1.18255858116623,-1.26316388052232,-1.22847621709441,-1.24115758088548,-1.23191538289789,-1.1934032557578,-1.18530950819376,-1.25625832073441,1.19862103664812,1.19325633812902,-1.27880341525339,-1.19695046035274,-1.27182705147659,-1.24214930880032,-1.21601068209128,1.1833271741945,-1.18044517644564,-0.841900244740933,-1.18676892743156,-1.20297166224426,-1.19379029317472,-1.25755480530019,-0.236622764667059,-0.237877653630452,-0.258267646073471,-0.278785958260017,-0.0565301654409779,-0.237472581776642,-0.149765004353942,-0.152290806371073,-0.237339957191279,0.260578941752734,-0.248371254831183,-0.285187908672722,-0.279962309100673,-0.0211003275975198,-0.214328518473533,-0.178425095665504,-0.191193242172615,-0.2474449600343,-0.27786154056315,-0.275951809095649,-0.881042331257332,-0.201956735179688,-0.217006965976847,-0.246282410389114,-0.145154713616459,0.23679199883961,0.208895849019806,0.22807197082427,0.174320736165385,0.221026105444156,0.225043174254088,0.243859459159872,0.274245389752051,0.214463672886334,0.190396912879578,0.212296568392256,0.197543157606987,0.20240484988855,0.222220311665403,0.210675950484578,0.272186166580859,0.229954474748645,0.201351459173797,0.186418529846921,0.209364367970821,0.255382805201492,0.246639037669929,0.197607395456066,0.206323288611761,0.240092806111967,-0.434409893039492,-0.82335261676658,-0.219825748745539,0.220303057545407,NA
"Galea spixii",-0.259872682340351,-0.218840186964216,-0.247022565066214,-0.185045648236997,-0.244541343695462,-0.242454503910842,-0.261955766971204,-0.26825617184425,-0.219224824204202,-0.183961942285369,-0.246135867295981,-0.214367344081137,-0.219812109530457,-0.24713811926621,-0.190568053657962,-0.290157557576374,-0.246938034837852,-0.227590344440814,-0.204677564445554,-0.200748145769697,-0.253893087179399,-0.238653628538303,-0.206769955535357,-0.195452060481349,-0.253461467879688,0.610777305223166,0.628205654192882,0.643465111127731,-0.615311472775966,0.638257705023583,0.627852698925851,0.644190094453108,0.626804270962442,0.631906958163581,0.615964265858327,0.589876174909567,-0.623825751080397,-0.643290041319535,0.666852436434109,0.620654588309003,0.600089671399071,0.616255616946563,0.615599741163332,-0.639907704662753,0.596903678592503,0.725848517690436,0.619920021620849,0.61963889092857,0.618436235552405,0.629733477852567,0.457872605386951,0.485133022467944,0.419040819989636,0.536495887217456,0.383484888976959,0.45202038459076,0.413873946734131,0.443915524341887,0.479888416079623,-0.541600172443148,0.471526693409639,0.476369698415918,0.45275781470664,0.365806236824747,0.530577418837888,0.444560503280732,0.447931281901861,0.469626156952881,0.486270241182783,0.532687604030968,0.263268302148696,0.502598012851104,0.514460406878536,0.527633602716411,0.427841693222347,-0.15185430456614,-0.136146670429536,-0.171119531376031,-0.131719897973159,-0.151645986164048,-0.152517745679315,-0.163912769323445,-0.162531388635276,-0.190820533605258,-0.110709290412044,-0.130023513640909,-0.135964467948402,-0.15846924415115,-0.170308262560214,-0.137555565091087,-0.17398920388918,-0.159363602677757,-0.155230502700074,-0.15851165368977,-0.107839822558983,-0.161969896559658,-0.165929688112966,-0.157885780816059,-0.131651071524442,-0.162763105856071,-0.23070155904141,0.42659592581964,0.417761639628134,-0.151617339997639,NA
"Galictis cuja",-0.0728882472784821,-0.0528449356849386,-0.0318335245950132,-0.00888028696572993,-0.0670961956157125,-0.0560933983630844,-0.0679467994957303,-0.0924836328951482,-0.0137875637158217,-0.0572926977563022,-0.0716486789223849,-0.0225298769459807,-0.00672160024803405,-0.0616626359330848,-0.0614829005087248,-0.120244278409141,-0.0795986735224354,-0.0362229242533099,0.00782178380199144,-0.069855976608967,-0.0726182731597937,-0.0714561002174629,-0.035135293622291,-0.0478129156983954,-0.0754980782309226,0.788288436820663,0.830118471467205,0.812046039608205,-0.827985280231987,0.684720286994672,0.787584563042955,0.770560571592673,0.703925646000835,0.820785235046063,0.828390406034222,0.776018025805508,-0.834176476729009,-0.829293603051661,0.727307789248509,0.812399369304025,0.753511593861391,0.780109648579786,0.794113398132951,-0.828156404924455,0.787759748333361,0.226297776319273,0.73539038093362,0.799287366960236,0.808492896606908,0.745058362841421,-0.255604474068697,-0.240214767297583,-0.29430514427316,-0.169472141250812,-0.31506314855282,-0.258078254236901,-0.306651304143166,-0.231293167744602,-0.230808344586474,0.165922131859617,-0.241524651033374,-0.238839235986809,-0.257178554192287,-0.369516902963465,-0.181424770354451,-0.274856783680543,-0.271822788407908,-0.237496807195081,-0.217971940539941,-0.15136476494839,0.752367904884009,-0.167443069136749,-0.193709538376539,-0.17686927441927,-0.28724010171466,-0.199800761213844,-0.197059045113657,-0.200937084327836,-0.184012148062929,-0.232272741739126,-0.213657878114734,-0.217903271912995,-0.230248846595809,-0.211352497577396,-0.194158544966838,-0.18713703495929,-0.173842640960229,-0.189758563339252,-0.225080958791435,-0.225242631762577,-0.231717317969624,-0.216768066666362,-0.206013393480339,-0.182147249660691,-0.171998813284307,-0.245447227110299,-0.241289994106534,-0.217909206480756,-0.203687287189585,-0.235141807636647,-0.053832548193796,0.498102169943895,-0.186018395694402,-0.209383400520924,NA
"Glossophaga soricina",0.635659803560072,0.625144654677308,0.632973701631093,0.61133696980548,0.658398312824918,0.648054614542973,0.640975075063536,0.626865512465997,0.636881168199806,0.613677121837994,0.626497298093944,0.599868305365716,0.623516946067106,0.657795219092411,0.627655240477434,0.668288490274502,0.637462859565708,0.644461731560033,0.615228922274292,0.554697547072678,0.647838624575626,0.651131754660054,0.650981737589379,0.60749102712657,0.661759690674701,-0.382442529402041,-0.395786339201771,-0.371895593610346,0.403029725290224,-0.339461146500814,-0.371633279131233,-0.364456313182059,-0.339663138762762,-0.393770827668756,-0.388917970388987,-0.396821947006733,0.402443348574292,0.381418071317009,-0.345409517377633,-0.395093771692589,-0.365126281817964,-0.378132530355562,-0.382309227498731,0.382846866958996,-0.384039155466986,0.0212381678986955,-0.340225598932637,-0.385473463845675,-0.394247406039907,-0.365168456830352,0.243580674565179,0.266506970640588,0.22015359016081,0.257817709742617,0.309860858491053,0.246470962747706,0.280139726337312,0.267522755182946,0.224850061730261,-0.273659678496413,0.255066390573476,0.236884128733823,0.220360243219716,0.323038951359641,0.300199383954874,0.260948074663837,0.270344435555914,0.24117259706866,0.223637183439705,0.261326435193331,-0.44877289054411,0.249869297250357,0.265114120311225,0.278763875648365,0.288415668792954,-0.987593071921739,-0.96848648074963,-1.01658716283928,-0.982498954948167,-0.984818757058494,-0.995785198672723,-0.994488742140893,-0.953447094605132,-1.02739457686272,-0.924111958846783,-0.97187036556086,-0.979893048761175,-1.01726384933268,-1.007316737987,-0.926800487969199,-0.982979907683439,-0.970346251956397,-1.00824821186036,-1.02288557645583,-0.880114280819934,-0.97571526102374,-0.973651556345913,-0.999985211545227,-0.936056178155876,-0.989638857109504,0.632185693163173,-0.235563932586973,0.210784461052953,-0.979119111248508,NA
"Gracilinanus agilis",-1.12165393837413,-1.11467694032231,-0.914915172256939,-0.938424590279533,-1.1754233170169,-1.10144808180796,-1.094892873067,-1.19142642970254,-0.904859592138116,-1.22804523426955,-1.14069486814208,-0.904096806589195,-0.837825245044704,-1.13412862190606,-1.25531496104393,-1.35962058261317,-1.20142705449462,-1.02470925917637,-0.785468992909994,-1.13713469540775,-1.16034756637589,-1.20802216259791,-1.09644824380995,-1.12443643248894,-1.20351565638338,3.34592743851763,3.57730416897791,3.3723505112721,-3.63539884420135,2.56025853944637,3.27183423301774,3.09969829031265,2.70766340413557,3.51055661980891,3.59844105180537,3.36850480382409,-3.63813383217277,-3.50697925199928,2.73258550809036,3.49290165843756,3.11765995895647,3.26859089055002,3.37613890260492,-3.5209319227457,3.40975904860895,-1.05989871192424,2.92632934001488,3.40284889658027,3.48161696844733,2.99017273362692,-3.43238544377689,-3.45934513250817,-3.50869620112961,-3.1893946283147,-3.64946183657463,-3.43090356131701,-3.65874312890364,-3.2755459078139,-3.32598246525164,3.19516681416714,-3.40878188901384,-3.38241138323559,-3.39316959879455,-3.9446897406924,-3.30050559139086,-3.52782511217648,-3.53720238881307,-3.35713067769501,-3.27116833751284,-3.0661325881032,4.37663749908511,-3.04696774919497,-3.27172963246319,-3.23389106598065,-3.59465898663283,1.09282152188203,1.01756874318279,1.20245320837894,1.10342477679132,0.892781223263942,1.02726954401836,1.0383183169077,0.884326434623048,1.22014960221236,0.865220165636447,1.06514860258875,1.17547961327396,1.22637084398245,1.03754049393322,0.772778307883902,0.969196788184691,0.980375161458957,1.10185790924027,1.28013202381807,0.903110177901535,0.834345629165896,0.864515603015072,1.02203746927661,0.899602277513166,0.922387383169789,-1.09435829272876,1.96999201615971,-2.8277967493615,1.01596847285213,NA
"Gracilinanus microtarsus",-1.05335316981418,-1.04491390414644,-0.888598454044747,-0.904517646634853,-1.09180910855561,-1.03630411375418,-1.0314810223727,-1.10666277701822,-0.87895069262933,-1.13030089703371,-1.06707056538433,-0.879290405132809,-0.827501348834495,-1.05924769564921,-1.14997306014558,-1.23943250311986,-1.11141539434836,-0.974360865893003,-0.785692841316906,-1.05778830784462,-1.08196505237827,-1.11867135024152,-1.02922972696391,-1.04915814583241,-1.11534395229772,2.63950834488614,2.82952847049403,2.66794336845333,-2.8770999149564,2.02056579415339,2.5849463761929,2.45067203915014,2.13776924912977,2.77993705294782,2.84624683476462,2.65259658602952,-2.87887993082721,-2.77816894144544,2.16032944504417,2.76346972073727,2.45210364743398,2.57903798309677,2.66712409864025,-2.78988613228456,2.69436276675296,-0.791769453389974,2.31370304205909,2.69084058097089,2.75453615169517,2.35982360049313,-2.65843566067294,-2.67661638201831,-2.72638479757052,-2.45842789342732,-2.82882492551894,-2.65880896741368,-2.83833277611245,-2.53030297749298,-2.56866893481761,2.46119949468064,-2.63974698560718,-2.62067035151495,-2.63154151417262,-3.06136787888084,-2.54335756933864,-2.73077373596172,-2.73998344054844,-2.59803522187913,-2.52913241637863,-2.36229575058128,3.42992267142537,-2.34317178713238,-2.52076397334975,-2.49332186333084,-2.78544123460479,0.960348168850664,0.89893596302662,1.04463797987942,0.964525098637449,0.801097942606449,0.908187783882934,0.916746828897755,0.795401638727204,1.05408003328803,0.777373489363735,0.938308441965613,1.02281306715185,1.06288606138751,0.913591883753193,0.702174623576068,0.862671686785452,0.867861102391894,0.964661697607044,1.10374531962049,0.805287364920489,0.75636375804982,0.777957966526933,0.900099407191731,0.803404655312073,0.824961008398321,-1.02852132005548,1.55716963120887,-2.1861313948888,0.897124918871949,NA
"Histiotus velatus",-0.870928603502699,-0.94485141127132,-0.877849822703143,-0.958854381343765,-0.843061710400282,-0.945770153374432,-0.857918191754007,-0.84405337584613,-0.902461528531363,-0.954052211114867,-0.884018603220184,-0.938087052437906,-0.923048331029917,-0.876969606972217,-0.951456903340886,-0.788918614404991,-0.845273208531219,-0.892637749729571,-0.946110122734658,-0.927855398134022,-0.854331295630184,-0.910617404024164,-0.904213881649819,-0.922611160332225,-0.947909685097785,-1.17127314400925,-0.774823401846228,-1.1539699690166,1.11411281584416,-1.18094273778202,-0.466967282825097,-1.1582233773954,-1.15602459455428,-1.11397221158564,-0.933956957141897,-1.19275812425407,1.12463288581607,1.1154462583036,-0.910009351291561,-0.728002464086149,-1.21414850453558,-1.14673101689228,-1.14664387397841,0.748259540790218,-1.11452114258947,-0.662551124950848,-0.812635302402705,-1.12584319519456,-1.11809267598477,-0.415185494508967,-0.0651904186724882,-0.444330778844294,-0.0789718314724139,-0.0932800948783858,0.102805751097157,-0.842032913637148,0.0109115821725879,0.0178213488439399,-0.0490516975889004,0.261764109705232,-0.0805332410102875,-0.110027025835227,-0.104284774069822,-0.292456316423536,-0.449789074121424,-0.00466562999865316,-0.0528642513890837,-0.0717750904015126,-0.458031034745557,-0.102484912438815,-0.908827300115973,-0.367632345099795,-0.0383131123691601,-0.0725371442358889,-0.964174187768706,0.679422193485442,0.703722912307495,0.669360115862376,0.609050365038146,0.667712543355454,0.792029511384765,0.689132027651063,0.709983848163164,0.651907751460166,0.639505341504272,0.652289550443411,0.630922190419894,0.644921087183894,0.727904907776631,0.675255766878693,0.715382077775334,0.668611820026186,0.646148030851055,0.71266252127094,0.616364824034958,0.702440833212591,0.730684142018838,0.640737140306276,0.633086525397494,0.806184354980707,-0.90055441628447,-0.663792977842868,-0.210318015331926,0.68061689531157,NA
"Holochilus sciureus",-0.343328907008851,-0.311854470964102,-0.293447063438202,-0.252667478973801,-0.341116296344756,-0.325255715041559,-0.339418004473217,-0.364464891854403,-0.270177619055116,-0.308969483146258,-0.337484176521827,-0.268973046430229,-0.258228943583368,-0.335063018620732,-0.318669187319895,-0.411005335165717,-0.34985765920009,-0.299348909762115,-0.237081221613614,-0.308756762447461,-0.3457657875104,-0.343330574221559,-0.297271263281641,-0.297848709982101,-0.352943078405531,1.0948805969307,1.15144817460098,1.12464043104095,-1.15249618199578,0.964791643984517,1.09358738905519,1.07238879383338,0.98456813384616,1.14078018440877,1.14686195249694,1.08324633059918,-1.1595347490471,-1.14974477495186,1.01931813546469,1.12891529446345,1.04405859377392,1.08401365875142,1.10404464032139,-1.14984673902581,1.09622252590684,0.341030951062358,1.0216693636198,1.11164521001069,1.12527797562439,1.04052139254628,-0.313726276738655,-0.296558820770096,-0.359146426645794,-0.205916986088581,-0.4079940576525,-0.317266449253603,-0.388795118433639,-0.292412442024589,-0.278850931369942,0.201658215477011,-0.297520702100741,-0.289892777774168,-0.311207689744154,-0.478790679266234,-0.228963557799253,-0.341769998583533,-0.339833232352883,-0.290287454225385,-0.262512745540797,-0.183770919927499,1.0299679208787,-0.205109995367548,-0.238947483527639,-0.219562838302726,-0.365042776742602,-0.00355569921539575,-0.0044641246787652,0.00141097930189574,0.0150957152897742,-0.0421830243683046,-0.0174983025490524,-0.023895763119036,-0.0499082873199802,-0.0102085310566148,-0.0112015916541829,0.00897552160737106,0.0259452178890194,0.0158371705744557,-0.0294705194657364,-0.0496840362816655,-0.0443742614695131,-0.0293301868414057,-0.00545054644820889,0.026217284557517,0.00224859244538995,-0.0610972361201884,-0.0576628566233017,-0.0222389512953414,-0.0212025148395941,-0.0453555462032322,-0.316493104174662,0.694491557092858,-0.227290168955074,-0.0173220599153639,NA
"Hydrochoerus hydrochaeris",1.50397115711121,1.55065456934119,1.54226684367923,1.6076271748995,1.50894597999594,1.52593738408696,1.5044247651019,1.48316565838865,1.57613419136615,1.56534830871431,1.51683707896549,1.58185857124321,1.58382556528258,1.51381591510141,1.55277078767484,1.42452042654274,1.50381036059442,1.55177716175314,1.60705045212357,1.56208056651668,1.50571412000047,1.51351950762409,1.56538557264731,1.57099591476787,1.49591095095462,1.31805707504894,1.26825357413676,1.30524635573297,-1.1233705871306,1.32364153767596,1.30777584536756,1.37426315103914,1.37213631030041,1.25352044918778,1.21397162592171,1.25049946010861,-1.17970358755283,-1.21126034780802,1.37916725143616,1.28851570924398,1.46998721087431,1.35370369739703,1.24387649486056,-1.14510693586099,1.16310232309127,1.02992879627158,1.32431176344279,1.24233155453957,1.22239952762608,1.37915148184558,0.405338447605594,0.322033157977847,0.463487969441251,0.420970299558605,0.155407465059676,0.3593400513892,0.32283632558466,0.321441536923498,0.530201535864618,-0.245392176193018,0.357771254998793,0.426533645953643,0.480995642956004,0.179177414864478,0.233881424807945,0.336608220890944,0.308722621735186,0.413814928259353,0.530675309052561,0.31124330989656,0.955744828669956,0.374623821172825,0.38857819173885,0.313207320714996,0.261047707419735,1.60124110473135,1.63694636072676,1.57561379097849,1.65875055849438,1.59269318767726,1.60197404420155,1.57488979700677,1.561815264089,1.56421639488912,1.67326754828782,1.63966181505935,1.64446596474224,1.60709330224444,1.5753955082323,1.62718144972135,1.55046203871015,1.59063830505094,1.61007956515218,1.61544361136533,1.67456145430401,1.56169468323511,1.57331695759726,1.61211057334357,1.64232842566724,1.57522215042091,1.5367339593791,0.896975989471853,0.35713161025375,1.60564255423716,NA
"Hylaeamys megacephalus",-0.76974948564155,-0.710557115655167,-0.729404933241694,-0.641316545499667,-0.764986876892906,-0.750125979209625,-0.771831102599688,-0.784174949041237,-0.69357704270169,-0.671726003505025,-0.749741197271105,-0.671120893237606,-0.6814548995179,-0.763701123706175,-0.689180273020722,-0.848788351192922,-0.761711484548663,-0.720766019420253,-0.652404412458891,-0.658142768832135,-0.771220930512675,-0.757764492755158,-0.703957609881609,-0.673004851067892,-0.781253664927366,1.32185868543453,1.37686755028324,1.36397276376151,-1.37079345890837,1.25402796664952,1.33203143471967,1.33127779388076,1.25471733156267,1.37403421481361,1.3605425564392,1.30321260910481,-1.38150973384139,-1.38370795167793,1.31282692524166,1.35734362662219,1.27345216107594,1.31853410195519,1.33243162416731,-1.38203868060685,1.31301078138618,0.825850987742367,1.27038887879608,1.34229004094729,1.35340341024394,1.300211589246,0.124814658035908,0.148782669136667,0.0744035629013787,0.249083361066502,-0.0232270380055126,0.116269957547624,0.0270246630064951,0.114202218467598,0.172959869599104,-0.249967805445349,0.140756133909618,0.157147165885698,0.131413383601169,-0.084446645263108,0.212660865119117,0.0902562861365588,0.089648355911184,0.149520643538753,0.187475257640227,0.256774333160095,1.00646713122134,0.224094736519325,0.208510733345169,0.224426812599573,0.0495124637965661,0.344561995280892,0.348226830051931,0.343762292485835,0.369080209866049,0.321847330570978,0.340092218962188,0.325956937002022,0.293305388290668,0.324140437899902,0.345373631036738,0.363073703681848,0.370446117169612,0.362962223970714,0.322799271932319,0.30137535491499,0.300439782746782,0.314693395710447,0.349752623374757,0.370970384158735,0.333895422343129,0.298356854606572,0.295211575698705,0.333824516553224,0.32692415457651,0.312736719950339,-0.726866520253573,0.870169488361565,0.151942550937268,0.332552374913435,NA
