"Var1","Var2","value"
-2.15958434368574,-1.59702120834864,0
-2.07585481997674,-1.59702120834864,0
-1.99212529626775,-1.59702120834864,0
-1.90839577255876,-1.59702120834864,0
-1.82466624884977,-1.59702120834864,0
-1.74093672514078,-1.59702120834864,0
-1.65720720143178,-1.59702120834864,0
-1.57347767772279,-1.59702120834864,0
-1.4897481540138,-1.59702120834864,0
-1.40601863030481,-1.59702120834864,0
-1.32228910659582,-1.59702120834864,0
-1.23855958288682,-1.59702120834864,0
-1.15483005917783,-1.59702120834864,0
-1.07110053546884,-1.59702120834864,0
-0.987371011759849,-1.59702120834864,0
-0.903641488050857,-1.59702120834864,0
-0.819911964341865,-1.59702120834864,0
-0.736182440632873,-1.59702120834864,0
-0.652452916923881,-1.59702120834864,0
-0.568723393214889,-1.59702120834864,0
-0.484993869505897,-1.59702120834864,0
-0.401264345796905,-1.59702120834864,0
-0.317534822087913,-1.59702120834864,0
-0.233805298378921,-1.59702120834864,0
-0.150075774669928,-1.59702120834864,0
-0.0663462509609363,-1.59702120834864,0
0.0173832727480554,-1.59702120834864,7.02347195934662e-09
0.101112796457048,-1.59702120834864,2.16854061517225e-08
0.18484232016604,-1.59702120834864,6.15043789811416e-08
0.268571843875032,-1.59702120834864,1.60238652548173e-07
0.352301367584023,-1.59702120834864,3.83487577614792e-07
0.436030891293016,-1.59702120834864,8.4305922668112e-07
0.519760415002008,-1.59702120834864,1.70250203894125e-06
0.603489938711,-1.59702120834864,3.15820244229772e-06
0.687219462419992,-1.59702120834864,5.3816451571774e-06
0.770948986128984,-1.59702120834864,8.42389455656053e-06
0.854678509837976,-1.59702120834864,1.21124934368726e-05
0.938408033546968,-1.59702120834864,1.59984149491804e-05
1.02213755725596,-1.59702120834864,1.94107863034928e-05
1.10586708096495,-1.59702120834864,2.16337630863386e-05
1.18959660467394,-1.59702120834864,2.21484724975723e-05
1.27332612838294,-1.59702120834864,2.08294719238361e-05
1.35705565209193,-1.59702120834864,1.79978304817146e-05
1.44078517580092,-1.59702120834864,1.4290798466232e-05
1.52451469950991,-1.59702120834864,1.0442164381496e-05
1.6082442232189,-1.59702120834864,7.05905526760396e-06
1.6919737469279,-1.59702120834864,4.50765591234144e-06
1.77570327063689,-1.59702120834864,2.92398207613685e-06
1.85943279434588,-1.59702120834864,2.30611170834127e-06
1.94316231805487,-1.59702120834864,2.61420617368791e-06
2.02689184176386,-1.59702120834864,3.81787902427742e-06
2.11062136547286,-1.59702120834864,5.86885635481384e-06
2.19435088918185,-1.59702120834864,8.58173004710434e-06
2.27808041289084,-1.59702120834864,1.17383369559909e-05
2.36180993659983,-1.59702120834864,1.47489486838131e-05
2.44553946030882,-1.59702120834864,1.70230873079225e-05
2.52926898401782,-1.59702120834864,1.80483854739654e-05
2.61299850772681,-1.59702120834864,1.75776640096837e-05
2.6967280314358,-1.59702120834864,1.57255820578201e-05
2.78045755514479,-1.59702120834864,1.29233488844438e-05
2.86418707885378,-1.59702120834864,9.75587389751396e-06
2.94791660256278,-1.59702120834864,6.76519091060837e-06
3.03164612627177,-1.59702120834864,4.30939898233987e-06
3.11537564998076,-1.59702120834864,2.52159957302867e-06
3.19910517368975,-1.59702120834864,1.35537137492697e-06
3.28283469739874,-1.59702120834864,6.6921129993191e-07
3.36656422110774,-1.59702120834864,3.03522570419443e-07
3.45029374481673,-1.59702120834864,1.26456595870351e-07
3.53402326852572,-1.59702120834864,4.83965887600746e-08
3.61775279223471,-1.59702120834864,0
3.7014823159437,-1.59702120834864,0
3.7852118396527,-1.59702120834864,0
3.86894136336169,-1.59702120834864,0
3.95267088707068,-1.59702120834864,0
4.03640041077967,-1.59702120834864,0
4.12012993448866,-1.59702120834864,0
4.20385945819766,-1.59702120834864,0
4.28758898190665,-1.59702120834864,0
4.37131850561564,-1.59702120834864,0
4.45504802932463,-1.59702120834864,0
4.53877755303362,-1.59702120834864,0
4.62250707674262,-1.59702120834864,0
4.70623660045161,-1.59702120834864,0
4.7899661241606,-1.59702120834864,0
4.87369564786959,-1.59702120834864,0
4.95742517157858,-1.59702120834864,0
5.04115469528758,-1.59702120834864,0
5.12488421899657,-1.59702120834864,0
5.20861374270556,-1.59702120834864,0
5.29234326641455,-1.59702120834864,0
5.37607279012354,-1.59702120834864,0
5.45980231383254,-1.59702120834864,0
5.54353183754153,-1.59702120834864,0
5.62726136125052,-1.59702120834864,0
5.71099088495951,-1.59702120834864,0
5.79472040866851,-1.59702120834864,0
5.8784499323775,-1.59702120834864,0
5.96217945608649,-1.59702120834864,0
6.04590897979548,-1.59702120834864,0
6.12963850350447,-1.59702120834864,0
6.21336802721347,-1.59702120834864,0
6.29709755092246,-1.59702120834864,0
6.38082707463145,-1.59702120834864,0
6.46455659834044,-1.59702120834864,0
6.54828612204943,-1.59702120834864,0
6.63201564575843,-1.59702120834864,0
6.71574516946742,-1.59702120834864,0
6.79947469317641,-1.59702120834864,0
6.8832042168854,-1.59702120834864,0
6.96693374059439,-1.59702120834864,0
7.05066326430338,-1.59702120834864,0
7.13439278801238,-1.59702120834864,0
7.21812231172137,-1.59702120834864,0
7.30185183543036,-1.59702120834864,0
7.38558135913935,-1.59702120834864,0
7.46931088284835,-1.59702120834864,0
7.55304040655734,-1.59702120834864,0
7.63676993026633,-1.59702120834864,0
7.72049945397532,-1.59702120834864,0
7.80422897768431,-1.59702120834864,0
7.8879585013933,-1.59702120834864,0
7.9716880251023,-1.59702120834864,0
8.05541754881129,-1.59702120834864,0
8.13914707252028,-1.59702120834864,0
8.22287659622927,-1.59702120834864,0
8.30660611993827,-1.59702120834864,0
8.39033564364726,-1.59702120834864,0
8.47406516735625,-1.59702120834864,0
8.55779469106524,-1.59702120834864,0
8.64152421477423,-1.59702120834864,0
8.72525373848323,-1.59702120834864,0
8.80898326219222,-1.59702120834864,0
8.89271278590121,-1.59702120834864,0
8.9764423096102,-1.59702120834864,0
9.06017183331919,-1.59702120834864,0
9.14390135702819,-1.59702120834864,0
9.22763088073718,-1.59702120834864,0
9.31136040444617,-1.59702120834864,0
9.39508992815516,-1.59702120834864,0
9.47881945186415,-1.59702120834864,0
9.56254897557315,-1.59702120834864,0
9.64627849928214,-1.59702120834864,0
9.73000802299113,-1.59702120834864,0
9.81373754670012,-1.59702120834864,0
9.89746707040911,-1.59702120834864,0
9.98119659411811,-1.59702120834864,0
10.0649261178271,-1.59702120834864,0
10.1486556415361,-1.59702120834864,0
10.2323851652451,-1.59702120834864,0
10.3161146889541,-1.59702120834864,0
10.3998442126631,-1.59702120834864,0
-2.15958434368574,-1.5690716782305,0
-2.07585481997674,-1.5690716782305,0
-1.99212529626775,-1.5690716782305,0
-1.90839577255876,-1.5690716782305,0
-1.82466624884977,-1.5690716782305,0
-1.74093672514078,-1.5690716782305,0
-1.65720720143178,-1.5690716782305,0
-1.57347767772279,-1.5690716782305,0
-1.4897481540138,-1.5690716782305,0
-1.40601863030481,-1.5690716782305,0
-1.32228910659582,-1.5690716782305,0
-1.23855958288682,-1.5690716782305,0
-1.15483005917783,-1.5690716782305,0
-1.07110053546884,-1.5690716782305,0
-0.987371011759849,-1.5690716782305,0
-0.903641488050857,-1.5690716782305,0
-0.819911964341865,-1.5690716782305,0
-0.736182440632873,-1.5690716782305,0
-0.652452916923881,-1.5690716782305,0
-0.568723393214889,-1.5690716782305,0
-0.484993869505897,-1.5690716782305,3.00617398628321e-09
-0.401264345796905,-1.5690716782305,9.50192606416671e-09
-0.317534822087913,-1.5690716782305,2.75887453566328e-08
-0.233805298378921,-1.5690716782305,7.35825821562688e-08
-0.150075774669928,-1.5690716782305,1.80277225995157e-07
-0.0663462509609363,-1.5690716782305,4.05722860700059e-07
0.0173832727480554,-1.5690716782305,8.5210815721918e-07
0.101112796457048,-1.5690716782305,1.63391161143775e-06
0.18484232016604,-1.5690716782305,2.89471875942863e-06
0.268571843875032,-1.5690716782305,4.75402814040833e-06
0.352301367584023,-1.5690716782305,7.27321662031827e-06
0.436030891293016,-1.5690716782305,1.04379091773507e-05
0.519760415002008,-1.5690716782305,1.41792956573767e-05
0.603489938711,-1.5690716782305,1.8423899866958e-05
0.687219462419992,-1.5690716782305,2.3124316286404e-05
0.770948986128984,-1.5690716782305,2.82148006012334e-05
0.854678509837976,-1.5690716782305,3.34827344644259e-05
0.938408033546968,-1.5690716782305,3.84311417367149e-05
1.02213755725596,-1.5690716782305,4.22607756538454e-05
1.10586708096495,-1.5690716782305,4.4057666325827e-05
1.18959660467394,-1.5690716782305,4.3139761757094e-05
1.27332612838294,-1.5690716782305,3.93865294122481e-05
1.35705565209193,-1.5690716782305,3.33627167162458e-05
1.44078517580092,-1.5690716782305,2.61327212398979e-05
1.52451469950991,-1.5690716782305,1.89128153120423e-05
1.6082442232189,-1.5690716782305,1.26999237326481e-05
1.6919737469279,-1.5690716782305,8.0504666960864e-06
1.77570327063689,-1.5690716782305,5.24611483051871e-06
1.85943279434588,-1.5690716782305,4.1984618320917e-06
1.94316231805487,-1.5690716782305,4.83759975048873e-06
2.02689184176386,-1.5690716782305,7.11140089368955e-06
2.11062136547286,-1.5690716782305,1.0929845559129e-05
2.19435088918185,-1.5690716782305,1.59477614001257e-05
2.27808041289084,-1.5690716782305,2.17431901204315e-05
2.36180993659983,-1.5690716782305,2.72313747375119e-05
2.44553946030882,-1.5690716782305,3.13284305998657e-05
2.52926898401782,-1.5690716782305,3.31078120913198e-05
2.61299850772681,-1.5690716782305,3.21399423393123e-05
2.6967280314358,-1.5690716782305,2.86604149821659e-05
2.78045755514479,-1.5690716782305,2.34770013492025e-05
2.86418707885378,-1.5690716782305,1.76654841681215e-05
2.94791660256278,-1.5690716782305,1.22104377619428e-05
3.03164612627177,-1.5690716782305,7.75281986176243e-06
3.11537564998076,-1.5690716782305,4.52179554331318e-06
3.19910517368975,-1.5690716782305,2.42261788574496e-06
3.28283469739874,-1.5690716782305,1.19228940961417e-06
3.36656422110774,-1.5690716782305,5.39015461555281e-07
3.45029374481673,-1.5690716782305,2.23843005861867e-07
3.53402326852572,-1.5690716782305,8.53903128255795e-08
3.61775279223471,-1.5690716782305,0
3.7014823159437,-1.5690716782305,0
3.7852118396527,-1.5690716782305,0
3.86894136336169,-1.5690716782305,0
3.95267088707068,-1.5690716782305,0
4.03640041077967,-1.5690716782305,0
4.12012993448866,-1.5690716782305,0
4.20385945819766,-1.5690716782305,0
4.28758898190665,-1.5690716782305,0
4.37131850561564,-1.5690716782305,0
4.45504802932463,-1.5690716782305,0
4.53877755303362,-1.5690716782305,0
4.62250707674262,-1.5690716782305,0
4.70623660045161,-1.5690716782305,0
4.7899661241606,-1.5690716782305,0
4.87369564786959,-1.5690716782305,0
4.95742517157858,-1.5690716782305,0
5.04115469528758,-1.5690716782305,0
5.12488421899657,-1.5690716782305,0
5.20861374270556,-1.5690716782305,0
5.29234326641455,-1.5690716782305,0
5.37607279012354,-1.5690716782305,0
5.45980231383254,-1.5690716782305,0
5.54353183754153,-1.5690716782305,0
5.62726136125052,-1.5690716782305,0
5.71099088495951,-1.5690716782305,0
5.79472040866851,-1.5690716782305,0
5.8784499323775,-1.5690716782305,0
5.96217945608649,-1.5690716782305,0
6.04590897979548,-1.5690716782305,0
6.12963850350447,-1.5690716782305,0
6.21336802721347,-1.5690716782305,0
6.29709755092246,-1.5690716782305,0
6.38082707463145,-1.5690716782305,0
6.46455659834044,-1.5690716782305,0
6.54828612204943,-1.5690716782305,0
6.63201564575843,-1.5690716782305,0
6.71574516946742,-1.5690716782305,0
6.79947469317641,-1.5690716782305,0
6.8832042168854,-1.5690716782305,0
6.96693374059439,-1.5690716782305,0
